ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
16,10/F513/TR/10,Terni,Montegabbione,Godevecchio,"42°56'12,00''","12°07'52,00''",640,no,Vitis vinifera L.,Vite,57,N.R.,"a) età e/o dimensioni d) rarità botanica g) valore storico, culturale, religioso",no,12.131111,42.966944
17,11/F513/TR/10,Terni,Montegabbione,Godevecchio,"42°56'11,92''","12°07'52,73''",640,no,Salix alba L.,Salice bianco,290,21,a) età e/o dimensioni,no,12.131314,42.966944
18,01/L117/TR/10,Terni,Terni,Piediluco - Piazza della Resistenza,"42°32'12,05''","12°45'14,68''",500,si,Platanus occidentalis L.,Platano,478,32.5,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico,no,12.754078,42.566944
19,02/L117/TR/10,Terni,Terni,Campacci di Marmore,"42°32'55,00''","12°43'06,00''",360,si,Quercus pubescens Willd.,Roverella,378,18.5,a) età e/o dimensioni b) forma e portamento ,no,12.718333,42.566944
20,03/L117/TR/10,Terni,Terni,Viale Domenico Giannelli,"42°33'34,00''","12°38'32,00''",130,si,Platanus occidentalis L.,Platano,435,32.5,a) età e/o dimensioni,no,12.642222,42.583611
21,04/L117/TR/10,Terni,Terni,Viale Giovanni Palatucci,"42°33'37,00''","12°38'35,00''",130,si,Gleditzia triacanthos L.,Spino di Giuda,228,21,a) età e/o dimensioni d) rarità botanica,no,12.643056,42.583611
22,05/L117/TR/10,Terni,Terni,Cimitero comunale ,"42°33'59,00''","12°37'58,00''",130,si,Cupressus semprevirens L.,Cipresso comune,314,26.5,a) età e/o dimensioni,no,12.632778,42.583611
23,06/L117/TR/10,Terni,Terni,Piazza dell'Olmo,"42°33'49,42''","12°38'42,13''",130,si,Ulmus minor Mill.,Olmo campestre,200,22,f) pregio paesaggistico,si,12.645036,42.583611
24,07/L117/TR/10,Terni,Terni,Piazza dell'Olmo ,"42°33'49,46''","12°38'42,17''",130,si,Ulmus minor Mill.,Olmo campestre,221,24.5,f) pregio paesaggistico,si,12.645047,42.583611
25,08/L117/TR/10,Terni,Terni,"Tribunale di Terni - Via Bazzani, 18","42°33'31,00''","12°38'49,00''",128,si,Celtis australis L.,Bagolaro,324,16.5,"a) età e/o dimensioni g) valore storico, culturale, religioso",si,12.646944,42.583611
26,09/L117/TR/10,Terni,Terni,Cimitero comunale ,"42°33'57,00''"," 12°37'60,00'' ",130,si,Magnolia grandiflora L.,Magnolia,242,20, b) forma e portamento,no,12.633333,42.583611
27,10/L117/TR/10,Terni,Terni,Villa Centurini,"42°33' 40,00''","12°39'34,00''",136,si,Populus nigra L.,Pioppo nero,390,33.5,a) età e/o dimensioni,no,12.659444,42.583611
28,11/L117/TR/10,Terni,Terni,Villa Centurini,"42°33'42,00''","12°39'33,00''",140,si,Platanus occidentalis L.,Platano occidentale,342,25,f) pregio paesaggistico,si,12.659167,42.583611
29,15/L117/TR/10,Terni,Terni,San Bartolomeo,"42°35'21,00''","12°40'50,00''",450,no,Quercus pubescens Willd.,Roverella,460,25.5,a) età e/o dimensioni,no,12.680556,42.616944
30,16/L117/TR/10,Terni,Terni,San Bartolomeo,"42°35'21,00''","12°40'49,00''",450,no,Quercus pubescens Willd.,Roverella,450,19,a) età e/o dimensioni,no,12.680278,42.616944
31,17/L117/TR/10,Terni,Terni,Cimitero Collescipoli ,"42°32'32,82''","12°37'12,51''",162,si,Cupressus semprevirens L.,Cipresso comune,320,19,a) età e/o dimensioni,no,12.620142,42.566944
32,18/L117/TR/10,Terni,Terni,Cimitero Collescipoli ,"42°32'32,90''","12°37'13,46''",164,si,Cupressus semprevirens L.,Cipresso comune,307,24.5,a) età e/o dimensioni,no,12.620406,42.566944
33,19/L117/TR/10,Terni,Terni,Cimitero Collescipoli ,"42°32'32,54''","12°37'14,29''",162,si,Cupressus semprevirens L.,Cipresso comune,340,20.5,a) età e/o dimensioni,no,12.620636,42.566944
34,22/L117/TR/10,Terni,Terni,Villa Palma - Strada Santa maria La Rocca,"42°34'35,00''","12°38'20,00''",192,si,Jubaea chilensis Johow.,Palma gigante del Cile,415,15.5,a) età e/o dimensioni d) rarità botanica f) pregio paesaggistico,si,12.638889,42.600278
35,23/L117/TR/10,Terni,Terni,Villa Palma - Strada Santa maria La Rocca,"42°34'32,00''","12°38'12,00''",164,si,Quercus pubescens Willd.,Roverella,320,22.5,a) età e/o dimensioni,no,12.636667,42.600278
36,24/L117/TR/10,Terni,Terni,La Romita di Cesi,"42°38'24,00''","12°34'35,00''",790,no,Cedrus libani A. Richard,Cedro del Libano,350,13.5,b) forma e portamento e) architettura vegetale f) pregio paesaggistico,si,12.576389,42.666944
37,25/L117/TR/10,Terni,Terni,Sentiero per la Romita di Cesi,"42°38'19,00''","12°34'19,00''",700,no,Quercus ilex L.,Leccio,280,7.5,"g) valore storico, culturale, religioso",si,12.571944,42.666944
38,26/L117/TR/10,Terni,Terni,"Via Terre Arnolfe, 54"," 42°35'42,26''","12°35'51,32'' ",200,no,Quercus pubescens Willd.,Roverella,372,22.5,a) età e/o dimensioni b) forma e portamento,no,12.597589,42.616944
39,27/L117/TR/10,Terni,Terni,Sentiero per la Romita di Cesi,"42°38'22,00''","12°34'36,00''",781,no,Quercus ilex L.,Leccio,350,16,c) valore ecologico ,no,12.576667,42.666944
40,28/L117/TR/10,Terni,Terni,Villa Eustacchi - Cesi,"42°37'00,00''","12°34'16,00''",360,no,Cedrus libani A. Richard,Cedro del Libano,384,20,a) età e/o dimensioni,no,12.571111,42.650278
41,29/L117/TR/10,Terni,Terni,Collescipoli - Strada di Collescipoli 109-221,"42°31'55,00''","12°37'25,00''",220,no,Insieme omogeneo di Quercus pubescens Willd.,Roverella,345 (med) 385 (max),"21,0 (med) 22,0 (max)",a) età e/o dimensioni,no,12.623611,42.550278
42,30/L117/TR/10,Terni,Terni,"Collescipoli - Strada di Collescipoli, 109-221","42°31'55,00''","12°37'28,00''",200,no,Quercus pubescens Willd.,Roverella,500,26,a) età e/o dimensioni,no,12.624444,42.550278
43,31/L117/TR/10,Terni,Terni,Collescipoli,"42°32' 03,00''","12°37'18,00''",280,no,Olea europaea L.,Olivo,333,6.5,a) età e dimensioni,no,12.621667,42.566944
44,32/L117/TR/10,Terni,Terni,Collescipoli,"42°32' 04,00''","12°37'19,00''",280,no,Olea europaea L.,Olivo,296,6,a) età e dimensioni,no,12.621944,42.566944
45,33/L117/TR/10,Terni,Terni,"Campomicciolo - Via G. di Vitalone, 114","42°33'19,00''","12°39'31,00""",180,SI,Cedrus atlantica (Endl.) Carrière,Cedro dell'Atlante,387,28,a) età e/o dimensioni,no,12.658611,42.583611
46,34/L117/TR/10,Terni,Terni,Cimitero comunale ,"42°33'54,00''","12°38'01,00''",130,SI,Cupressus semprevirens L.,Cipresso comune,382,27,a) età e/o dimensioni,no,12.633611,42.583611
47,35/L117/TR/10,Terni,Terni,Cimitero comunale ,"42°33'59,00''","12°37'54,00''",130,SI,Cupressus semprevirens L.,Cipresso comune,354,21,a) età e/o dimensioni,no,12.631667,42.583611
48,36/L117/TR/10,Terni,Terni,Cimitero comunale ,"42°34'03,00''","12°37'55,00''",132,SI,Cupressus semprevirens L.,Cipresso comune,372,20,a) età e/o dimensioni,no,12.631944,42.600278
49,37/L117/TR/10,Terni,Terni,Cimitero comunale ,"42°33'53,00''","12°37'53,00''",130,SI,Cupressus semprevirens L.,Cipresso comune,319,23.5,a) età e/o dimensioni,no,12.631389,42.583611
50,38/L117/TR/10,Terni,Terni,Cimitero comunale ,"42°34'03,00''","12°37'55,00''",132,SI,Cupressus semprevirens L.,Cipresso comune,297,21.5,a) età e/o dimensioni,no,12.631944,42.600278
51,39/L117/TR/10,Terni,Terni,Cimitero comunale ,"42°34'02,00''","12°37'56,00''",132,SI,Cupressus semprevirens L.,Cipresso comune,347,20.5,a) età e/o dimensioni,no,12.632222,42.600278
52,40/L117/TR/10,Terni,Terni,Collescipoli - Via delle Mure Castellane,"42°32'16,52''","12°37'08,80''",240,SI,Morus nigra L.,Gelso nero,248,7,"g) valore storico, culturale, religioso",si,12.619111,42.566944
53,41/L117/TR/10,Terni,Terni,Collescipoli - Via delle Mure Castellane,"42°32'10,23''","12°37'13,84''",240,SI,Insieme omogeneo di Morus nigra L.,Gelso nero,227 (med) 264 (max),"8,0 (med) 10,0 (max)","g) valore storico, culturale, religioso",si,12.620511,42.566944
54,42/L117/TR/10,Terni,Terni,"Via della Ferrovia, 4","42°35'41,18''","12°35'46,47'' ",200,SI,Quercus pubescens Willd.,Roverella,450,17,a) età e/o dimensioni,no,12.596242,42.616944
