ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
34,01/D593/PZ/17,Potenza,Filiano,Iscalunga,"40°49'29,20''","15°42'26,70''",500,si,Taxodium disticum (L.) Rich.,Cipresso calvo,188,12,d) rarità botanica,no,15.776111,40.858333
35,01/D696/PZ/17,Potenza,Forenza,Bosco Grande Derricelle,"40°51'30,00''","15°46'34,00''",780,no,Quercus cerris L.,Cerro,610,35,"a) età e/o dimensioni b) forma e portamento g) valore storico, culturale, religioso",no,16.216528,40.047972
36,01/D766/PZ/17,Potenza,Francavilla in Sinni ,San Biase,"40°02'52,70''","16°12'59,50''",760,no,Castanea sativa Mill.,Castagno,753,12,"a) età e/o dimensioni c) valore ecologico g) valore storico, culturale, religioso",si,16.219278,40.078494
37,02/D766/PZ/17,Potenza,Francavilla in Sinni ,Cesinale,"40°04'42,58''","16°13'09,40''",460,no,Quercus pubescens Willd.,Roverella ,420,18,"a) età e/o dimensioni g) valore storico, culturale, religioso",no,16.154083,40.306417
38,01/D876/PZ/17,Potenza,Gallicchio,Santa Lucia,"40°18'23,10""","16°09'14,70""",660,no,Quercus pubescens Willd.,Roverella ,540,18,a) età e/o dimensioni ,no,16.129614,40.292247
39,02/D876/PZ/17,Potenza,Gallicchio,Vignali,"40°17'32,09""","16°07'46,61""",820,no,Quercus pubescens Willd.,Roverella ,432,22,a) età e/o dimensioni ,no,16.065278,40.826556
40,01/D971/PZ/17,Potenza,Genzano di Lucania,Recchiaggini,"40°49'35,60''","16°03'55,00''",380,no,Quercus pubescens Willd.,Roverella ,433,15,a) età e/o dimensioni,no,15.905511,40.280517
41,01/E221/PZ/17,Potenza,Grumento Nova,Spineta,"40°16'49,86''","15°54'19,84''",599,no,Quercus pubescens Willd.,Roverella ,730,27,a) età e/o dimensioni,no,15.773611,40.141389
42,01/E409/PZ/17,Potenza,Lagonegro,Castagnareto,"40°08'29,00''","15°46'25,00''",1289,no,Acer opalus Mill.,Acero opalo,540,25,a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico,si,15.791389,40.131389
43,02/E409/PZ/17,Potenza,Lagonegro,Bonfilio,"40°07'53,00''","15°47'29,00''",877,no,Castanea sativa Mill.,Castagno,762,18,a) età e/o dimensioni b) forma e portamento ,no,15.823889,40.151944
44,03/E409/PZ/17,Potenza,Lagonegro,Niella,"40°09'07,00''","15°49'26,00''",1280,no,Taxus baccata L.,Tasso,288,6,a) età e/o dimensioni c) valore ecologico,no,15.766194,40.122389
45,04/E409/PZ/17,Potenza,Lagonegro,Anfiteatro Sant'Anna,"40°07'20,60''","15°45'58,30''",600,si,Sequoia sempervirens (D. Don) Endl.,Sequoia sempreverde,200,12,d) rarità botanica,no,15.985278,40.474167
46,01/E482/PZ/17,Potenza,Laurenzana,Masseria Battaglia,"40°28'27,00''","15°59'07,00''",1050,no,Quercus pubescens Willd.,Roverella ,830,20,a) età e/o dimensioni b) forma e portamentoa c) valore ecologico,no,15.869722,40.459444
47,02/E482/PZ/17,Potenza,Laurenzana,Ponte Pasquini,"40°27'34,00''","15°52'11,00''",1108,no,Quercus cerris L.,Cerro,552,19,a) età e/o dimensioni c) valore ecologico,no,15.957222,40.409722
48,03/E482/PZ/17,Potenza,Laurenzana,Abetina di Laurenzana,"40°24'35,00''","15°57'26,00''",1171,no,Quercus cerris L.,Cerro,550,20.5,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico,si,15.958644,40.410928
49,04/E482/PZ/17,Potenza,Laurenzana,Abetina di Laurenzana,"40°24'39,34''","15°57'31,12''",1192,no,Abies alba Mill.,Abete bianco,410,23.5,a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico,si,15.958611,40.410833
50,05/E482/PZ/17,Potenza,Laurenzana,Acqua della Pietra,"40°24'39,00''","15°57'31,00''",1275,no,Abies alba Mill.,Abete bianco,400,27,a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico,si,15.923889,40.413889
51,06/E482/PZ/17,Potenza,Laurenzana,Acqua della Pietra,"40°24'50,00''","15°55'26,00''",1273,no,Abies alba Mill.,Abete bianco,390,24.5,a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico,si,15.979367,40.496936
52,07/E482/PZ/17,Potenza,Laurenzana,Casiline,"40°29'48,97''","15°58'45,72''",814,no,Quercus pubescens Willd.,Roverella ,630,19.5,"a) età e/o dimensioni b) forma e portamento g) valore storico, culturale, religioso ",no,15.838217,40.048125
53,01/E483/PZ/17,Potenza,Lauria,Via Roma,"40°02'53,25''","15°50'17,58''",400,si,Populus nigra L.,Pioppo nero,660,31,a) età e/o dimensioni c) valore ecologico f) pregio paesaggistico ,si,15.627722,40.990764
54,01/F104/PZ/17,Potenza,Melfi,Agenzia ALSIA - Incoronata,"40°59'26,75''","15°37'39,80''",556,no,Arbutus andrachne L.,Corbezzolo greco,119,10,b) forma e portamento d) rarità botanica,no,15.646461,40.995550
55,02/F104/PZ/17,Potenza,Melfi,Istituto Gasparrini - Via Leonardo da Vinci,"40°59'43,98''","15°38'47,26''",541,si,Sequoiadendron giganteum (Lindl) J. Buchholz,Sequoia gigante ,332,27,"a) età e/o dimensioni d) rarità botanica g) valore storico, culturale, religioso",no,15.801386,40.071369
56,01/F866/PZ/17,Potenza,Nemoli,Campo sportivo,"40°04'16,93''","15°48'04,99''",453,si,Quercus pubescens Willd.,Roverella ,380,17,a) età e/o dimensioni b) forma e portamento c) valore ecologico ,no,15.418056,40.851389
57,01/G496/PZ/17,Potenza,Pescopagano,Abbazia di San Lorenzo ,"40°51'05,00''","15°25'05,00''",750,no,Tilia cordata Mill.,Tiglio selvatico,750,7,"a) età e/o dimensioni b) forma e portamento e) architettura vegetale f) pregio paesaggistico g) valore storico, culturale, religioso",si,15.428889,40.846111
58,02/G496/PZ/17,Potenza,Pescopagano,Valle del Mulino ,"40°50'46,00''","15°25'44,00''",700,no,Quercus pubescens Willd.,Roverella ,560,18,a) età e/o dimensioni f) pregio paesaggistico,si,15.609489,40.641361
59,01/G590/PZ/17,Potenza,Picerno,Marmo,"40°38'28,90''","15°36'34,16''",595,no,Quercus pubescens Willd.,Roverella ,410,15,a) età e/o dimensioni b) forma e portamento ,no,15.842111,40.754806
60,01/G616/PZ/17,Potenza,Pietragalla,Vallone Canneto,"40°45'17,30''","15°50'31,60''",625,no,Quercus pubescens Willd.,Roverella ,580,18,a) età e/o dimensioni b) forma e portamento c) valore ecologico ,no,15.859383,40.773842
61,02/G616/PZ/17,Potenza,Pietragalla,Pafundi,"40°46'25,83''","15°51'33,78''",755,no,Quercus pubescens Willd.,Roverella ,500,20,a) età e/o dimensioni,no,15.862500,40.770833
62,03/G616/PZ/17,Potenza,Pietragalla,Case Cillis,"40°46'15,00''","15°51'45,00''",655,no,Quercus pubescens Willd.,Roverella ,500,21,a) età e/o dimensioni,no,15.862222,40.770833
63,04/G616/PZ/17,Potenza,Pietragalla,Case Cillis,40°46'15'',"15°51'44,00''",680,no,Quercus pubescens Willd.,Roverella ,550,19,a) età e/o dimensioni b) forma e portamento ,no,15.854611,40.766667
64,05/G616/PZ/17,Potenza,Pietragalla,Salice - Masseria Giacomino,"40°46'00,00''","15°51'16,60''",700,no,Quercus pubescens Willd.,Roverella ,380,18,a) età e/o dimensioni,no,15.854722,40.766722
65,06/G616/PZ/17,Potenza,Pietragalla,Salice - Masseria Giacomino,"40°46'00,20''","15°51'17,00''",700,no,Quercus pubescens Willd.,Roverella ,480,20,a) età e/o dimensioni b) forma e portamento ,no,15.884919,40.775000
66,07/G616/PZ/17,Potenza,Pietragalla,Fosso della Pila ,"40°46'30,00''","15°53'05,71''",575,no,Quercus pubescens Willd.,Roverella ,640,19,a) età e/o dimensioni b) forma e portamento ,no,15.859167,40.763333
67,08/G616/PZ/17,Potenza,Pietragalla,Policina,"40°45'48,00''","15°51'33,00''",630,no,Quercus pubescens Willd.,Roverella ,450,19,a) età e/o dimensioni b) forma e portamento ,no,15.854214,40.067525
68,09/G616/PZ/17,Potenza,Pietragalla,Salice - Masseria Giacomino,"40°04'03,09''","15°51'15,17''",700,no,Quercus pubescens Willd.,Roverella ,400,19,a) età e/o dimensioni ,no,15.854167,40.767778
69,10/G616/PZ/17,Potenza,Pietragalla,Salice - Masseria Giacomino,"40°46'04,00''","15°51'15,00''",700,no,Quercus pubescens Willd.,Roverella ,420,19,a) età e/o dimensioni b) forma e portamento ,no,15.855544,40.768906
70,11/G616/PZ/17,Potenza,Pietragalla,Salice - Masseria Giacomino,"40°46'08,06''","15°51'19,96''",740,no,Quercus pubescens Willd.,Roverella ,400,23,a) età e/o dimensioni b) forma e portamento ,no,15.879956,40.747956
71,12/G616/PZ/17,Potenza,Pietragalla,Via Mancosa,"40°44'52,64''","15°52'47,84''",800,si,Tilia platyphyllos Scop.,Tiglio nostrale,290,18,"b) forma e portamento e) architettura vegetale g) valore storico, culturale, religioso",si,16.072778,40.476389
72,01/G623/PZ/17,Potenza,Pietrapertosa,Castagna,"40°28'35,00''","16°04'22,00''",839,no,Quercus pubescens Willd.,Roverella ,520,16.5,a) età e/o dimensioni,no,15.804222,40.644194
73,01/G942/PZ17,Potenza,Potenza,Villa Comunale Santa Maria,"40°38'39,10''","15°48'15,20""",750,si,Cupressus sempervirens L.,Cipresso comune,315,26,a) età e/o dimensioni,no,15.831244,40.645050
74,02/G942/PZ17,Potenza,Potenza,Parco Sant' Antonio La Macchia,"40°38'42,18''","15°49'52,48''",660,si,Insieme omogeneo di Pinus pinea L.,Pino domestico,320 (med) 355 (max),"26,0 (med) 27,0 (max)", f) pregio paesaggistico,si,15.730828,40.913336
75,01/H312/PZ/17,Potenza,Ripacandida ,Santuario San Donato,"40°54'48,01''","15°43'50,98''",550,si,Pinus halepensis Mill.,Pino d'Aleppo,320,18,a) età e/o dimensioni e) architettura vegetale ,no,15.730553,40.913069
76,02/H312/PZ/17,Potenza,Ripacandida ,Santuario San Donato,"40°54'47,05''","15°43'49,99''",555,si,Pinus halepensis Mill.,Pino d'Aleppo,345,16.5,a) età e/o dimensioni e) architettura vegetale ,no,15.730539,40.913056
77,03/H312/PZ/17,Potenza,Ripacandida ,Santuario San Donato,"40°54'47,00''","15°43'49,94''",554,si,Pinus halepensis Mill.,Pino d'Aleppo,540,30,a) età e/o dimensioni e) architettura vegetale ,no,15.730856,40.913344
78,04/H312/PZ/17,Potenza,Ripacandida ,Santuario San Donato,"40°54'48,04''","15°43'51,08''",534,si,Sequoiadendron giganteum (Lindl) J. Buchholz,Sequoia gigante ,300,19,a) età e/o dimensioni d) rarità botanica e) architettura vegetale,no,15.730833,40.913333
79,05/H312/PZ/17,Potenza,Ripacandida ,Santuario San Donato,"40°54'48,00''","15°43'51,00''",542,si,Sequoiadendron giganteum (Lindl) J. Buchholz,Sequoia gigante ,255,16,a) età e/o dimensioni b) forma e portamento d) rarità botanica e) architettura vegetale,si,15.730572,40.913461
80,06/H312/PZ/17,Potenza,Ripacandida ,Santuario San Donato,"40°54'48,46''","15°43'50,06''",549,si,Tilia cordata Mill.,Tiglio selvatico,270,15, b) forma e portamento c) architettura vegetale ,si,15.760317,40.077500
81,01/H348/PZ/17,Potenza,Rivello ,Convento Sant' Antonio,"40°04'39,00''","15°45'37,14''",500,si,Pinus pinea L.,Pino domestico,403,23,a) età e/o dimensioni,no,15.713692,40.068919
82,02/H348/PZ/17,Potenza,Rivello ,Il Prato,"40°04'08,11''","15°42'49,29''",643,no,Quercus pubescens Willd.,Roverella ,430,23,a) età e/o dimensioni b) forma e portamento c) valore ecologico ,no,16.226628,40.262733
83,01/H426/PZ/17,Potenza,Roccanova,S.S. 598 Bivio Roccanova-Aliano,"40°15'45,84""","16°13'35,86""",260,no,Quercus pubescens Willd.,Roverella ,460,18,a) età e/o dimensioni ,no,15.680369,40.719069
84,01/H641/PZ/17,Potenza,Ruoti,Rupa dei Muti ,"40°43'08,65''","15°40'49,33''",710,si,Calocedrus decurrens (Torr.) Florin,Libocedro,188,12,d) rarità botanica,no,15.544369,40.834075
85,01/H831/PZ/17,Potenza,San Fele,Bradano,"40°50'02,67''","15°32'39,73''",540,no,Quercus ilex L.,Leccio,290,24, b) forma e portamento ,no,15.544417,40.834044
86,02/H831/PZ/17,Potenza,San Fele,Bradano,"40°50'02,56''","15°32'39,90''",540,no,Taxus baccata L.,Tasso,335,13.5,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico,si,15.589722,40.786667
87,03/H831/PZ/17,Potenza,San Fele,Santa Croce ,"40°47'12,00''","15°35'23,00''",1200,no,Fagus sylvatica L.,Faggio,415,37,a) età e/o dimensioni b) forma e portamento ,no,16.024169,40.249508
88,01/H994/PZ/17,Potenza,San Martino d'Agri,Marruchelli ,"40°14'58,23''","16°01'27,01''",670,no,Quercus ilex L.,Leccio,247,14, b) forma e portamento f) pregio paesaggistico,no,16.049981,40.236392
89,02/H994/PZ/17,Potenza,San Martino d'Agri,Via Croce ,"40°14'11,01''","16°02'59,93''",710,no,Quercus ilex L.,Leccio,365,27,a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico,no,16.098342,40.251428
90,03/H994/PZ/17,Potenza,San Martino d'Agri,Caldafrina,"40°15'05,14''","16°05'54,03''",412,no,Quercus pubescens Willd.,Roverella ,415,28,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico,no,16.100278,40.252778
91,05/H994/PZ/17,Potenza,San Martino d'Agri,Caldafrina,"40°15'10,00''","16°06'01,00''",382,no,Quercus pubescens Willd.,Roverella ,340,21.5,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico,no,16.360547,40.056672
92,01/B906/PZ/17,Potenza,San Paolo Albanese,Cirionte,"40°03'24,02""","16°21'37,97""",530,no,Quercus cerris L.,Cerro,470,10,a) età e/o dimensioni c) valore ecologico,no,16.361172,40.056692
93,02/B906/PZ/17,Potenza,San Paolo Albanese,Cirionte,"40°03'24,09""","16°21'40,22""",530,no,Quercus pubescens Willd.,Roverella ,290,14,c) valore ecologico,no,16.177400,39.950575
94,01/I157/PZ/17,Potenza,San Severino Lucano,Santuario Madonna del Pollino,"39°57'02,07''","16°10'38,64''",1537,no,Acer opalus Mill.,Acero opalo,377,11,a) età e/o dimensioni f) pregio paesaggistico ,si,16.201111,39.953611
95,02/I157/PZ/17,Potenza,San Severino Lucano,Piano di San Francesco,"39°57'13,00''","16°12'04,00''",1510,no,Abies alba Mill.,Abete bianco,510,37,a) età e/o dimensioni,no,15.710278,40.492778
96,01/I457/PZ/17,Potenza,Sasso di Castalda,Costara - San Michele,"40°29'34,00''","15°42'37,00''",1176,no,Fagus sylvatica L.,Faggio,146,20,"a) età e/o dimensioni g) valore storico, culturale, religioso",no,16.211672,39.928183
97,01/L126/PZ/17,Potenza,Terranova di Pollino,Serra Crispo - Grande Porta,"39°55'41,46''","16°12'42,02''",1980,no,Pinus leucodermis Antoine,Pino loricato,570,10,a) età e/o dimensioni b) forma e portamento c) valore ecologico d) rarità botanica f) pregio paesaggistico,si,15.703506,40.534478
98,01/L181/PZ/17,Potenza,Tito,Casermetta,"40°32'04,12''","15°42'12,62''",1000,no,Quercus cerris L.,Cerro,380,20,a) età e/o dimensioni b) forma e portamento,no,15.697931,40.607167
99,02/L181/PZ/17,Potenza,Tito,Stazione di Tito,"40°36'25,80''","15°41'52,55''",860,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,240,27,f) pregio paesaggistico ,no,15.676403,40.582458
100,03/L181/PZ17,Potenza,Tito,Largo Municipio,"40°34'56,85''","15°40'35,05''",650,si,Tilia platyphyllos Scop.,Tiglio nostrale,250,8,"g) valore storico, culturale, religioso",si,15.697086,40.540303
101,04/L181/PZ/17,Potenza,Tito,Valle Piano Marino,"40°32'25,09''","15°41'49,51''",865,no,Fagus sylvatica L.,Faggio,480,23,a) età e/o dimensioni b) forma e portamento ,no,15.678058,40.582936
102,05/L181/PZ/17,Potenza,Tito,Largo Convento,"40°34'58,57''","15°40'41,01''",650,no,Aesculus hippocastanum L.,Ippocastano,300,25,e) architettura vegetale,no,15.776100,40.025581
103,01/L357/PZ/17,Potenza,Trecchina,Villa Comunale ,"40°01'32,09''","15°46'33,96''",500,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,465,22,a) età e/o dimensioni f) pregio paesaggistico ,no,16.138928,39.907494
104,01/L873/PZ/17,Potenza,Viggianello,Canale di Malvento,"39°54'26,98''","16°08'20,14''",1550,no,Fagus sylvatica L.,Faggio,420,28,a) età e/o dimensioni b) forma e portamento,si,,
