ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
45,01/D465/AQ/13,L'Aquila,Fagnano Alto,Ripa," 42°15'52,97"" ","13°34'38,14""",656,no,Quercus pubescens Willd.,Roverella ,431,20,a) età e/o dimensioni b) forma e portamento c) valore ecologico e) architettura vegetale ,no,13.577261,42.286389
46,02/D465/AQ/13,L'Aquila,Fagnano Alto,Pagliare,"42°13'30,00"" ","13°34'14,00""",1141,no,Quercus crenata Lam.,Cerro-sughera,130,10,c) valore ecologico d) rarità botanica f) pregio paesaggistico,no,13.570556,42.253056
47,03/D465/AQ/13,L'Aquila,Fagnano Alto,Campo Casoli,"42°14'45,40"" ","13°53'18,64""",708,no,Quercus pubescens Willd.,Roverella ,350,15,a) età e/o dimensioni f) pregio paesaggistico,no,13.888511,42.269722
48,01/F022/AQ/13,L'Aquila,Massa d'Albe,Via del Pino,"42°06'24,98"" ","13°23'36,89""",865,si,Pinus pinea L.,Pino domestico,305,18,a) età e/o dimensioni f) pregio paesaggistico,no,13.393581,42.136389
49,01/F852/AQ/13,L'Aquila,Navelli,La Francesca,"42°16'10,16"" ","13°44'16,20""",551,no,Olea europaea L.,Olivo,1070,10,a) età e/o dimensioni b) forma e portamento ,no,13.737833,42.303056
50,01/I326/AQ/13,L'Aquila,Sante Marie,Colle Civitella,"42°06'49,00"" ","13°11'45,00""",960,no,Castanea sativa Mill.,Castagno,860,25,a) età e/o dimensioni,no,13.195833,42.136389
51,02/I326/AQ/13,L'Aquila,Sante Marie,Santo Stefano,"42°07'13,12"" ","13°13'41,75""",1050,si,Quercus pubescens Willd.,Roverella ,343,20,a) età e/o dimensioni,no,13.228264,42.153056
52,03/I326/AQ/13,L'Aquila,Sante Marie,Scanzano,"42°06'04,00"" ","13°15'38,00""",830,no,Quercus pubescens Willd.,Roverella ,370,25,a) età e/o dimensioni,no,13.260556,42.136389
53,01/M021/AQ/13,L'Aquila,Villa Santa Lucia degli Abruzzi,Pitraflora,"42°20'18,71"" ","13°48'04,15""",1618,no,Fagus sylvatica L.,Faggio,480,20,a) età e/o dimensioni b) forma e portamento ,no,13.801153,42.369722
54,01/C474/PE/13,Pescara,Cepagatti,Pastini,"42°21'47,18''","14°04'04,03''",164,si,Quercus pubescens Willd.,Roverella ,430,16,a) età e/o dimensioni f) pregio paesaggistico,no,14.067786,42.389167
55,01/C779/PE/13,Pescara,Civitella Casanova,Madonna delle Grazie,"42°23'55,02''","13°54'23,03''",515,no,Zelkova carpinifolia (Pall.) K. Koch,Olmo del Caucaso,440,21,a) età e/o dimensioni d) rarità botanica,no,13.906397,42.419722
56,02/C779/PE/13,Pescara,Civitella Casanova,San Giuseppe,"42°23'07,23''","13°53'59,65''",550,no,Quercus pubescens Willd.,Roverella ,365,23,a) età e/o dimensioni,no,13.899903,42.419722
57,03/C779/PE/13,Pescara,Civitella Casanova,Colle Tabernacolo,"42°22'53,98''","13°53'47,09''",550,no,Quercus pubescens Willd.,Roverella ,550,18,a) età e/o dimensioni b) forma e portamento,no,13.896414,42.403056
58,01/E691/PE/13,Pescara,Loreto Aprutino,Passo Cordone - Strada Statale 81,"42°24'07,66''","13°57'17,48''",160,si,Quercus pubescens Willd.,Roverella ,635,24,a) età e/o dimensioni,no,13.954856,42.436389
59,01/L186/PE/13,Pescara,Tocco da Casauria,Madonna degli Angeli,"42°14'15,98''","13°55'44,08''",195,si,Pinus pinea L.,Pino domestico,390,29,a) età e/o dimensioni b) forma e portamento ,no,13.928911,42.269722
60,02/L186/PE/13,Pescara,Tocco da Casauria,Tremonti,"42°12'22,02''","13°53'55,99''",300,no,Quercus pubescens Willd.,Roverella ,470,15,a) età e/o dimensioni e) architettura vegetale ,no,13.898886,42.236389
61,01/A488/TE/13,Teramo,Atri,Viale Aldo Moro,"42°34'26,90''","13°59'48,17''",400,si,Quercus pubescens Willd.,Roverella ,320,18,a) età e/o dimensioni f) pregio paesaggistico,si ,13.996714,42.603056
62,01/C316/TE/13,Teramo,Castiglione M.R.,Case Cerquone,"42°32'48,56''","13°50'40,40''",350,no,Quercus pubescens Willd.,Roverella ,450,20,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,no,13.844556,42.569722
63,02/C316/TE/13,Teramo,Castiglione M.R.,Bozzano,"42°30'03,85''","13°50'48,22''",400,no,Quercus pubescens Willd.,Roverella ,450,17,a) età e/o dimensioni f) pregio paesaggistico,no,13.846728,42.536389
64,01/D489/TE/13,Teramo,Fano Adriano,Iaccio delle Vacche,"42°30'58,11''","13°29'53,14''",1540,no,Fagus sylvatica L.,Faggio,383,20,a) età e/o dimensioni,si ,13.498094,42.536389
65,02/D489/TE/13,Teramo,Fano Adriano,Iaccio delle Vacche,"42°30'49,99''","13°29'55,99''",1560,no,Fagus sylvatica L.,Faggio,430,20,a) età e/o dimensioni,si,13.498886,42.536389
66,03/D489/TE/13,Teramo,Fano Adriano,Iaccio delle Vacche,"42°30'46,11''","13°29'51,99''",1605,no,Fagus sylvatica L.,Faggio,465,20,a) età e/o dimensioni,si,13.497775,42.536389
67,04/D489/TE/13,Teramo,Fano Adriano,Iaccio delle Vacche,"42°30'44,16''","13°29'53,07''",1620,no,Fagus sylvatica L.,Faggio,486,20,a) età e/o dimensioni,si,13.498075,42.536389
68,05/D489/TE/13,Teramo,Fano Adriano,Cerqueto,"42°32'46,91''","13°33'47,67''",695,no,Quercus pubescens Willd.,Roverella ,400,13,a) età e/o dimensioni,si,13.563242,42.569722
69,06/D489/TE/13,Teramo,Fano Adriano,Cerqueto,"42°32'54,02''","13°33'54,05''",700,no,Quercus pubescens Willd.,Roverella ,400,13,a) età e/o dimensioni,si,13.565014,42.569722
70,07/D489/TE/13,Teramo,Fano Adriano,Cerqueto,"42°32'45,03''","13°33'46,07''",695,no,Quercus pubescens Willd.,Roverella ,330,13,a) età e/o dimensioni,si,13.562797,42.569722
71,08/D489/TE/13,Teramo,Fano Adriano,Cerqueto,"42°32'46,03''","13°33'59,85''",790,si,Quercus pubescens Willd.,Roverella ,400,21,a) età e/o dimensioni,si,13.566625,42.569722
72,09/D489/TE/13,Teramo,Fano Adriano,Le Vigne,"42°33'05,99''","13°33'43,01''",595,no,Quercus pubescens Willd.,Roverella ,360,12,a) età e/o dimensioni,si,13.561947,42.586389
73,10/D489/TE/13,Teramo,Fano Adriano,Cesanergia,"42°30'48,71''","13°29'42,20''",1565,no,Fagus sylvatica L.,Faggio,430,18,a) età e/o dimensioni,si,13.495056,42.536389
