ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
11,13/L070/CZ/18,Catanzaro,Taverna ,Gariglione,"39°08'03,00'' ","16°38'13,00''",1729,no,Abies alba Mill.,Abete bianco,410,33,a) età e/o dimensioni d) rarità botanica,no,16.638881,39.132767
12,15/L070/CZ/18,Catanzaro,Taverna ,Gariglione,"39°07'57,96'' ","16°38'19,97''",1705,no,Abies alba Mill.,Abete bianco,515,25,a) età e/o dimensioni d) rarità botanica,no,16.473756,39.922717
13,01/A160/CS/18,Cosenza,Albidona,Contrada Praino ,"39°55'21,78''"," 16°28'25,52''",750,si,Pyrus pyraster (L.) Burgsd.,Pero selvatico,70 - 135 ,6,"a) età e/o dimensioni g) valore storico, culturale, religioso",si,16.483897,39.903378
14,02/A160/CS/18,Cosenza,Albidona,Fontana Lungro,"39°54'12,16'' ","16°29'02,03''",613,no,Populus canescens (Aiton) Sm.,Pioppo canescente,575,21.5,a) età e/o dimensioni b) forma e portamento ,si,16.486697,39.909708
15,03/A160/CS/18,Cosenza,Albidona,Forra Martino,"39°54'34,95''"," 16°29'12,11''",536,no,Pinus halepensis Mill.,Pino d'Aleppo,380,18.5,a) età e/o dimensioni b) forma e portamento ,si,16.112778,39.194478
16,01/A762/CS/18,Cosenza,Belmonte Calabro,Iannizzi - Casalini,"39°11'40,12'' "," 16°06'46,00''",791,no,Castanea sativa Mill.,Castagno,670,26.5,a) età e/o dimensioni ,si,16.216908,39.801336
17,01/C349/CS/18,Cosenza,Castrovillari,San Rocco,"39°48'04,81'' ","16°13'00,87''",219,no,Populus nigra L.,Pioppo nero,680,36.5,a) età e/o dimensioni ,si,16.211078,39.816717
18,02/C349/CS/18,Cosenza,Castrovillari,"Via Pasquale Laghi, 7","39°49'00,18'' ","16°12'39,88''",365,si,Quercus robur L.,Farnia,560,16.5,a) età e/o dimensioni ,si,16.359792,39.845356
19,01/C489/CS/18,Cosenza,Cerchiara di Calabria,Venaglie,"39°50'43,28'' ","16°21'35,25''",960,no,Quercus pubescens Willd.,Roverella ,610,15,a) età e/o dimensioni b) forma e portamento,no,16.363892,39.833458
20,02/C489/CS/18,Cosenza,Cerchiara di Calabria,San Fele,"39°50'00,45'' ","16°21'50,01''",625,no,Fraxinus excelsior L.,Frassino maggiore,430,18,a) età e/o dimensioni b) forma e portamento,no,16.071364,39.487531
21,02/C560/CS/18,Cosenza,Cerzeto,Passo Guardia,"39°29'15,11'' ","16°04'16,91''",1040,no,Fagus sylvatica L.,Faggio,470,39.5,"a) età e/o dimensioni b) valore storico, culturale, religioso",si,16.520542,39.522361
22,01/D005/CS/18,Cosenza,Corigliano Calabro,Baraccone,"39°31'20,50'' "," 16°31'13,95''",960,no,Castanea sativa Mill.,Castagno,990,15,a) età e/o dimensioni ,si,15.906417,39.722789
23,03/E185/CS/18,Cosenza,Grisolia,Monte,"39°43'22,04'' "," 15°54'23,10''",685,no,Castanea sativa Mill.,Castagno,628,20,a) età e/o dimensioni c) valore ecologico ,no,16.599722,39.434444
24,01/E678/CS/18,Cosenza,Longobucco,Maddalena,"39°26'04,00'' "," 16°35'59,00''",1200,no,Pinus nigra subsp. laricio Maire,Pino laricio,510,28,a) età e/o dimensioni b) forma e portamento ,si,16.598978,39.397611
25,04/E678/CS/18,Cosenza,Longobucco,Fossiata,"39°23'51,40'' ","16°35'56,32''",1256,no,Pinus nigra subsp. laricio Maire,Pino laricio,262,31.5,b) forma e portamento ,si,16.627222,39.386667
26,07/E678/CS/18,Cosenza,Longobucco,Santa Barbara,"39°23'12,00''","16°37'38,00''",1371,no,Pinus nigra subsp. laricio Maire,Pino laricio,580,21,a) età e/o dimensioni ,si,16.370564,39.153039
27,01/F001/CS/18,Cosenza,Marzi,Orsara,"39°09'10,94'' ","16°22'14,03''",883,no,Castanea sativa Mill.,Castagno,850,20,a) età e/o dimensioni ,si,16.137617,39.841628
28,01/F708/CS/18,Cosenza,Morano Calabro,Villa Comunale - Piazza Giorgio Almirante,"39°50'29,86'' ","16°08'15,42''",580,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,470,24.5,"a) età e/o dimensioni g) valore storico, culturale, religioso ",si,16.535742,39.269594
29,01/G400/CS/18,Cosenza,Pedace,Le Macchie,"39°16'10,54'' ","16°32'08,67''",1500,no,Fagus sylvatica L.,Faggio,352 - 350 - 255 - 220 - 180 ,19,a) età e/o dimensioni b) forma e portamento,si,16.409458,39.188250
30,02/H490/CS/18,Cosenza,Rogliano,Fravica,"39°11'17,70'' ","16°24'34,05'' ",1000,no,Quercus petraea (Matt.) Liebl.,Rovere,560,24.5,a) età e/o dimensioni b) forma e portamento e) architettura vegetale ,si,16.656794,39.305053
31,01/H919/CS/18,Cosenza,San Giovanni in Fiore,Serrisi,"39°18'18,19'' ","16°39'24,46''",1252,no,Castanea sativa Mill.,Castagno,650,16,a) età e/o dimensioni ,si,16.112269,39.137447
32,01/I108/CS/18,Cosenza,San Pietro in Amantea,Piazza IV Novembre,"39°08'14,81''"," 16°06'44,17''",379,si,Platanus orientalis L.,Platano orientale,467,32,a) età e/o dimensioni ,si,16.345972,39.277469
33,01/I650/CS/18,Cosenza,Serra Pedace,Piazza Vittorio Veneto,"39°16'38,89'' ","16°20'45,50''",738,si,Populus nigra L.,Pioppo nero,420,12,"a) età e/o dimensioni b) forma e portamento g) valore storico, culturale, religioso ",si,16.581389,39.374167
34,01/I896/CS/18,Cosenza,Spezzano della Sila,Cozzo del Principe,"39°22'27,00'' ","16°34'53,00''",1498,no,Pinus nigra subsp. laricio Maire,Pino laricio,370,14.5,b) forma e portamento ,si,16.529661,39.325078
35,01/I898/CS/18,Cosenza,Spezzano Piccolo,Righio di Campagna,"39°19'30,28'' ","16°31'46,78''",1341,no,Insieme omogeneo di Acer pseudoplatanus L.,Acero di monte,400 (med) 495 (max),"18,0 (med) 18,0 (max)",a) età e/o dimensioni ,si,16.498903,39.305744
36,02/I898/CS/18,Cosenza,Spezzano Piccolo,Salesiani,"39°18'20,68'' ","16°29'56,05''",1402,no,Abies alba Mill.,Abete bianco,400,15,a) età e/o dimensioni b) forma e portamento ,si,16.946139,39.465481
37,01/L134/CS/18,Cosenza,Terravecchia,Piazza del Popolo,"39°27'55,73""","16°56'46,10""",460,si,Ulmus minor Mill.,Olmo campestre,263,8.5,"a) età e/o dimensioni b) forma e portamento e) architettura vegetale g) valore storico, culturale, religioso ",si,16.526278,39.870317
38,01/I353/CS/18,Cosenza,Trebisacce,"Via Tacito, 21","39°52'13,14""","16°31'34,60""",90,si,Ceratonia siliqua L.,Carrubo,360,12,a) età e/o dimensioni ,no,16.494200,39.892103
39,03/I353/CS/18,Cosenza,Trebisacce,Monte Mostarico,"39°53'31,57""","16°29'39,12""",730,no,Insieme omogeneo di Quercus pubescens Willd.,Roverella ,400 (med) 410 (max),"12,0 (med) 15,0 (max)",a) età e/o dimensioni c) valore ecologico f) pregio paesaggistico ,no,16.547819,39.886814
40,08/I353/CS/18,Cosenza,Trebisacce,Pagliara - Svincolo Trebisacce nord,"39°53'12,53'' ","16°32'52,15''",32,no,Pinus halepensis Mill.,Pino d'Aleppo,430,19.5,a) età e/o dimensioni ,si,17.080475,39.404019
41,01/C725/KR/18,Crotone,Cirò,Solaggio,"39°24'14,47'' ","17°04'49,71''",62,no,Fraxinus excelsior L.,Frassino maggiore,265,19,b) forma e portamento f) pregio paesaggistico,no,17.125089,39.357772
42,02/C726/KR/18,Crotone,Cirò Marina,Torrenova,"39°21'27,98"" ","17°07'30,32""",6,no,Eucalyptus camaldulensis Dehnh.,Eucalitto rostrato,535,22,a) età e/o dimensioni ,no,16.677500,39.163600
43,02/D123/KR/18,Crotone,Cotronei,Brunara,"39°09'48,96'' ","16°40'39,00''",1112,no,Acer pseudoplatanus L.,Acero di monte,330,24,a) età e/o dimensioni ,no,16.678333,39.163333
44,04/D123/KR/18,Crotone,Cotronei,Brunara,"39°09'48,00'' ","16°40'42,00''",1108,no,Quercus petraea (Matt.) Liebl.,Rovere,320,24,d) rarità botanica ,no,17.034250,39.450528
45,01/D189/KR/18,Crotone,Crucoli,Valle di Canne - Piana della Signora,"39°27'01,90"" ","17°02'03,30""",32,no,Quercus pubescens Willd.,Roverella ,465,21,a) età e/o dimensioni ,no,16.787536,39.081197
46, 01/G508/KR/18,Crotone,Mesoraca,"Villetta San Nicola - Via XX settembre,10","39°04'52,31"" ","16°47'15,13""",413,si,Cedrus libani A.Richard,Cedro del Libano,455,22,a) età e/o dimensioni ,no,16.798336,39.087756
47,02/G508/KR/18,Crotone,Mesoraca,Campo sportivo ,"39°05'15,92"" ","16°47'54,01""",442,si,Quercus suber L.,Sughera,370,17,a) età e/o dimensioni b) forma e portamento ,no,16.698128,39.097778
48,04/G508/KR/18,Crotone,Mesoraca,Villaggio Fratta,"39°05'52,00"" ","16°41'53,26""",1490,no,Fagus sylvatica L.,Faggio,480,37,a) età e/o dimensioni ,no,16.668956,39.110783
49,05/G508/KR/18,Crotone,Mesoraca,Timpone Cocumilia - Monte Femminamorta,"39°06'38,82"" ","16°40'08,24""",1670,no,Abies alba Mill.,Abete bianco,540,33,a) età e/o dimensioni ,no,16.674136,39.128819
50,03/G508/KR/18,Crotone,Petilia Policastro,Macinello,"39°07'43,75"" ","16°40'26,89""",1526,no,Pinus nigra subsp. laricio Maire,Pino laricio,510,37.5,a) età e/o dimensioni b) forma e portamento ,no,16.706000,39.129061
51,04/G508/KR/18,Crotone,Petilia Policastro,Villaggio Principe,"39°07'44,62"" ","16°42'21,60""",1485,no,Insieme omogeneo di Pinus nigra subsp. laricio Maire,Pino laricio,450 (med) 505 (max),"30,0 (med) 31,0 (max)",a) età e/o dimensioni ,no,16.869603,39.134139
52,01/H383/KR/18,Crotone,Roccabernarda,Piazza Aldo Barbaro,"39°08'02,90"" ","16°52'10,57""",200,si,Ulmus minor Mill.,Olmo campestre,425,26,a) età e/o dimensioni ,no,16.872686,39.180103
53,01/I308/KR/18,Crotone,Santa Severina,Altilia,"39°10'48,37"" ","16°52'21,67""",181,no,Pinus pinea L.,Pino domestico,460,24,a) età e/o dimensioni ,no,15.860592,38.108811
54,01/A544/RC/18,Reggio Calabria,Bagaladi,Colonia di Chiera,"38°06'31,72""","15°51'38,13""",1590,no,Insieme omogeneo di Abies alba Mill.,Abete bianco,355 (med) 365 (max),"26,0 (med) 26,0 (max)",a) età e/o dimensioni ,no,15.866389,38.118889
55,02/B756/RC/18,Reggio Calabria,Cardeto,Mano di Maddà,"38°07'08,00""","15°51'59,00""",1670,no,Abies alba Mill.,Abete bianco,470,26,a) età e/o dimensioni ,no,16.083428,38.349978
56,03/C747/RC/18,Reggio Calabria,Cittanova,Villa Comunale Carlo Ruggiero,"38°20'59,92""","16°05'00,34""",400,si,Pinus strobus L.,Pino strobo,380,37,a) età e/o dimensioni d) rarità botanica,no,15.889722,38.017222
57,01/C954/RC/18,Reggio Calabria,Condofuri,Gallicianò,"38°01'02,00""","15°53'23,00""",520,no,Populus nigra L.,Pioppo nero,530,30,a) età e/o dimensioni ,no,15.709397,38.223328
58,01/D619/RC/18,Reggio Calabria,Fiumara,Contrada Baglio,"38°13'23,98""","15°42'33,83""",543,no,Quercus pubescens Willd.,Roverella ,500,26,a) età e/o dimensioni ,no,16.050006,38.278097
59,01/F301/RC/18,Reggio Calabria,Molochio,Trepidò,"38°16'41,15""","16°03'00,02""",975,no,Fagus sylvatica L.,Faggio,510,25,a) età e/o dimensioni ,no,15.983372,38.296978
60,01/G082/RC/18,Reggio Calabria,Oppido Mamertina,Largo San Francesco da Paola,"38°17'49,12""","15°59'00,14""",295,si,Pinus pinea L.,Pino domestico,480,23,a) età e/o dimensioni ,no,15.833142,38.156497
61,01/H224/RC/18,Reggio Calabria,Reggio Calabria,Tre Aie,"38°09'23,39""","15°49'59,31""",1342,no,Insieme omogeneo di Abies alba Mill.,Abete bianco,340 (med) 411 (max),"35,0 (med) 36,0 (max)","a) età e/o dimensioni g) valore storico, culturale, religioso",no,15.835447,38.138397
62,02/H224/RC/18,Reggio Calabria,Reggio Calabria,Gornelle,"38°08'18,23""","15°50'07,61""",1380,no,Fagus sylvatica L.,Faggio,536,24,a) età e/o dimensioni b) forma e portamento ,no,15.831775,38.151611
63,03/H224/RC/18,Reggio Calabria,Reggio Calabria,Tre Aie,"38°09'05,80""","15°49'54,39""",1317,no,Fagus sylvatica L.,Faggio,560,20,a) età e/o dimensioni ,no,15.832122,38.150475
64,05/H224/RC/18,Reggio Calabria,Reggio Calabria,Fragolara,"38°09'01,71""","15°49'55,64""",1350,no,Pinus nigra subsp. laricio Maire,Pino laricio,355,23,b) forma e portamento ,no,15.807711,38.163406
65,06/H224/RC/18,Reggio Calabria,Reggio Calabria,Due Fiumare,"38°09'48,26""","15°48'27,76""",780,no,Eucalyptus camaldulensis Dehnh.,Eucalitto rostrato,570,34,a) età e/o dimensioni ,no,15.904722,38.121111
66,01/H489/RC/18,Reggio Calabria,Roghudi,Piscopio,"38°07'16,00""","15°54'17,00""",1346,no,Alnus glutinosa (L.) Gaertn.,Ontano nero,540,20,a) età e/o dimensioni b) forma e portamento ,no,15.953047,38.115672
67,02/H013/RC/18,Reggio Calabria,Samo,Ferraina,"38°06'56,42""","15°57'10,97""",1363,no,Quercus petraea (Matt.) Liebl.,Rovere,620,23,a) età e/o dimensioni ,no,15.957969,38.125086
68,05/H013/RC/18,Reggio Calabria,Samo,Canovai - Ferraina ,"38°07'30,31""","15°57'28,69""",1474,no,Insieme omogeneo di Quercus cerris L. x Quercus pubescens Wild.,Quercia ibrida ,485 (med) 575 (max),"17,0 (med) 20,0 (max)",a) età e/o dimensioni d) rarità botanica ,no,15.965000,38.116678
69,06/H013/RC/18,Reggio Calabria,Samo,Croce di Dio Lodato,"38°07'00,04""","15°57'54,00""",1435,no,Quercus cerris L. x Quercus pubescens Wild.,Quercia ibrida ,530,13,a) età e/o dimensioni b) forma e portamento d) rarità botanica,no,15.962408,38.117947
70,07/H013/RC/18,Reggio Calabria,Samo,Croce di Belli,"38°07'04,61""","15°57'44,67""",1381,no,Quercus cerris L. x Quercus pubescens Wild.,Quercia ibrida ,660,20,a) età e/o dimensioni d) rarità botanica ,no,15.833108,38.010900
71,01/H959/RC/18,Reggio Calabria,San Lorenzo,Piazza Regina Margherita,"38°00'39,24""","15°49'59,19""",770,si,Ulmus minor Mill.,Olmo campestre,510,10,"a) età e/o dimensioni b) forma e portamento g) valore storico, culturale, religioso",no,16.026256,38.178078
72,01/H970/RC/18,Reggio Calabria,San Luca,San Giorgio di Pietracappa,"38°10'41,08""","16°01'34,52""",694,no,Castanea sativa Mill.,Castagno,640,14,a) età e/o dimensioni b) forma e portamento ,no,16.021742,38.174986
73,02/H970/RC/18,Reggio Calabria,San Luca,Fontanelle,"38°10'29,95""","16°01'18,27""",690,no,Castanea sativa Mill.,Castagno,950,16,a) età e/o dimensioni b) forma e portamento ,no,16.002664,38.222703
74,01/I176/RC/18,Reggio Calabria,Santa Cristina d'Aspromonte,Zervò,"38°13'21,73""","16°00'09,59""",1180,no,Taxus baccata L.,Tasso,320,17,a) età e/o dimensioni b) forma e portamento d) rarità botanica,no,16.002853,38.222244
75,02/I176/RC/18,Reggio Calabria,Santa Cristina d'Aspromonte,Zervò,"38°13'20,08""","16°00'10,27""",1180,no,Abies alba Mill.,Abete bianco,490,31,a) età e/o dimensioni ,no,15.994967,38.223619
76,03/I176/RC/18,Reggio Calabria,Santa Cristina d'Aspromonte,Zervò - Ex Sanatorio Vittorio Emanuele III,"38°13'25,03""","15°59'41,88""",1140,no,Insieme omogeneo di Abies alba Mill.,Abete bianco,406 (med) 490 (max),"30,0 (med) 31,0 (max)",a) età e/o dimensioni ,no,15.857086,38.201944
77,01/I333/RC/18,Reggio Calabria,Sant'Eufemia d'Aspromonte,Serra Petrulli,"38°12'07,00""","15°51'25,51""",1178,no,Pinus nigra subsp. laricio Maire,Pino laricio,475,29,"a) età e/o dimensioni b) forma e portamento g) valore storico, culturale, religioso",no,15.838475,38.168353
78,01/I371/RC/18,Reggio Calabria,Santo Stefano d'Aspromonte,"Gambarie - Via Giuseppe Garibaldi, 2","38°10'06,07""","15°50'18,51""",1324,si,Calocedrus decurrens (Torr.) Florin,Libocedro,475,27,a) età e/o dimensioni d) rarità botanica ,no,15.864886,38.174517
79,01/I537/RC/18,Reggio Calabria,Scilla,Abetazzo,"38°10'28,26""","15°51'53,59""",1570,no,Abies alba Mill.,Abete bianco,495,26,"a) età e/o dimensioni b) forma e portamento g) valore storico, culturale, religioso",no,16.330625,38.474464
80,01/D453/VV/18,Vibo Valentia ,Fabrizia,Sierru,"38°28'28,07""","16°19'50,25""",1000,no,Castanea sativa Mill.,Castagno,565,26,a) età e/o dimensioni b) forma e portamento ,si,16.292017,38.511167
81,01/F364/VV/18,Vibo Valentia ,Mongiana,Fontanelle,"38°30'40,20""","16°17'31,26""",1050,no,Abies alba Mill.,Abete bianco,460,35,"a) età e/o dimensioni c) valore ecologico g) valore storico, culturale, religioso",si,16.309181,38.551375
82,01/I639/VV/18,Vibo Valentia ,Serra San Bruno,Castagnara,"38°33'04,95""","16°18'33,05""",855,no,Taxus baccata L.,Tasso,250,18,a) età e/o dimensioni ,no,16.316183,38.560850
83,03/I639/VV/18,Vibo Valentia ,Serra San Bruno,Santa Maria del Bosco,"38°33'39,06""","16°18'58,26""",850,no,Abies alba Mill.,Abete bianco,390,33,a) età e/o dimensioni b) forma e portamento c) valore ecologico,no,,
