ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
15,04/A258/RI/12,Rieti,Amatrice,Collegentilesco,"42°37'33,41''","13°13'31,87""",1021,no,Quercus cerris L.,Cerro,440,24.5,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",si,13.328717,42.625142
16,05/A258/RI/12,Rieti,Amatrice,Ferrazza,"42°37'30,51''","13°19'43,38""",1070,no,Castanea sativa Mill.,Castagno,580,20,a) età e/o dimensioni ,si,13.333886,42.630669
17,06/A258/RI/12,Rieti,Amatrice,San Martino,"42°37'50,41''","13°20'01,99""",1138,no,Prunus avium L.,Ciliegio selvatico,245,12.5,"a) età e/o dimensioni g) valore storico, culturale, religioso",si,13.335814,42.593317
18,06/A258/RI/12,Rieti,Amatrice,Rifugio Cardito,"42°35'35,94''","13°20'08,93""",1368,no,Betula alba L. syn Betula pubescens Ehrh.,Betulla pubescente,340,13,a) età e/o dimensioni d) rarità botanica f) pregio paesaggistico,si,13.123942,42.352806
19,01/D560/RI/12,Rieti,Fiamignano,Cornino,"42°21'10,10''","13°07'26,19""",1286,no,Insieme omogeneo di Crataegus monogyna Jacq.,Biancospino comune,65 (med) 165 (max),"7,0 (med) 8,0 (max)",a) età e dimensioni b) forma e portamento d) rarità botanica f) pregio paesaggistico ,si,13.143519,42.347403
20,02/D560/RI/12,Rieti,Fiamignano,Lago di Rascino,"42°20'50,65''","13°08'36,67""",1145,no,Crataegus monogyna Jacq.,Biancospino comune,147,8.5,a) età e dimensioni b) forma e portamento d) rarità botanica f) pregio paesaggistico ,si,13.053114,42.218194
21,02/E927/RI/12,Rieti,Marcetelli,Chiesa di Santa Maria,"42°13'05,5''"," 13°03'11,21''",905,no,Quercus pubescens Willd.,Roverella,595,22.5,"a) età e dimensioni; g) valore storico, culturale, religioso",si,13.208228,42.232061
22,01/G498/RI/12,Rieti,Pescorocchiano ,Castagneta ,"42°13'55,42''","13°12'29,62""",1117,no,Quercus pubescens Willd.,Roverella ,478,20.8,"a) età e dimensioni g) valore storico, culturale, religioso",si,12.873786,42.534708
23,01/H354/RI/12,Rieti,Rivodutri,Cepparo,"42°32'04,95''","12°52'25,63""",1066,no,Fagus sylvatica L. ,Faggio,280-168-153-120,8.5,"a) età e/o dimensioni b) forma e portamento g) valore storico, culturale, religioso",si,12.482189,41.893403
24,01/H501/RM/12,Roma,Roma,Via delle Tre Pile,"41°53'36,25""","12°28'55,88""",33,si ,Aesculus hippocastanum L.,Ippocastano,345,20,a) età e/o dimensioni f) pregio paesaggistico,si,12.482533,41.893797
25,02/H501/RM/12,Roma,Roma,Scalinata del Campidoglio ,"41°53'37,67"""," 12°28'57,12""",38,si ,Phytolacca dioica L.,Fitolacca arborea,330-110-700-100-100,20,a) età e/o dimensioni b) forma e portamento d) rarità botanica f) pregio paesaggistico,si,12.465106,41.888464
26,03/H501/RM/12,Roma,Roma,"Mausoleo Ossario Garibaldino - Via Giuseppe Garibaldi, 29","41°53'18,47""","12°27'54,38'",61,si,Cedrus libani A.Richard,Cedro del Libano,453,20,a) età e/o dimensioni b) forma e portamento ,si,12.493536,41.882231
27,06/H501/RM/12,Roma,Roma,"Parco di Porta Capena - Via delle Terme di Caracalla, 45 ","41°52'56,03"""," 12°29'36,73""",24,si,Insieme omogeneo di Platanus acerifolia (Aiton) Willd.,Platano comune,400 (med) 504 (max),25 (med) 30 (max),a) età e/o dimensioni ,si,12.463572,41.883806
28,07/H501/RM/12,Roma,Roma,Villa Sciarra - Viale Adolfo Leducq,"41°53'01,70"""," 12°27'48,86""",75,si,Insieme omogeneo di Ginkgo biloba L.,Ginko ,310 (med) 310 (max),25(med) 25 (max),a) età e/o dimensioni d) rarità botanica f) pregio paesaggistico,si,12.463692,41.883350
29,09/H501/RM/12,Roma,Roma,Villa Sciarra - Viale Adolfo Leducq,"41°53'00,06""","12°27 49,29""",76,si,Podocarpus neriifolius D. Don,Podocarpo,200,18,d) rarità botanica,si,12.464731,41.883386
30,10/H501/RM/12,Roma,Roma,Villa Sciarra - Istituto Italiano di Studi Germanici,"41°53'00,19""","12°27'53,03""",76,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,330,20,a) età e/o dimensioni b) forma e portamento e) architettura vegetale ,si,12.494358,41.885181
31,13/H501/RM/12,Roma,Roma,Villa Celimontana - Viale Cardinale Spellman,"41°53'06,65""","12°29'39,69""",40,si,Pinus halepensis Mill.,Pino d'Aleppo,350,34,a) età e/o dimensioni b) forma e portamento ,si,12.494350,41.885192
32,14/H501/RM/12,Roma,Roma,Villa Celimontana - Viale Cardinale Spellman,"41°53'06,69""","12°29'39,66""",40,si,Cedrus libani A.Richard,Cedro del Libano,440,28,a) età e/o dimensioni ,si,12.503442,41.894975
33,16/H501/RM/12,Roma,Roma,Giardino Nicola Calipari - Piazza Vittorio Emanuele II,"41°53'41,91""","12°30'12,39''",52,si,Insieme omogeneo di Washingtonia filifera (Linden ex André) H. Wendl. ex de Bary ,Palma californiana ,260 (med) 265 (max),28 (med) 30 (max),a) età e/o dimensioni ,si,12.533350,41.945256
34,17/H501/RM/12,Roma,Roma,Viale Jonio angolo Via Monte Cassino,"41°56'42,92""","12°32'00,06""",29,si,Platanus acerifolia (Aiton) Willd.,Platano comune,553,32,a) età e dimensioni,si,12.511567,41.915831
35,18/H501/RM/12,Roma,Roma,Villa Torlonia - Viale Tiziano Terzani,"41°54'56,99""","12°30'41,64''",44,si,Pinus pinea L.,Pino domestico,415,30,a) età e/o dimensioni ,si,12.510978,41.915203
36,19/H501/RM12,Roma,Roma,Villa Torlonia - Obelisco,"41°54'54,73""","12°30'39,52""",46,si,Cedrus libani A.Richard,Cedro del Libano,600,28,a) età e dimensioni,si,12.482731,41.915211
37,21/H501/RM12,Roma,Roma,Villa Borghese - Viale del Lago,"41°54'54,76""","12°28'57,83''",47,si,Quercus ilex L.,Leccio,430,20,a) età e/o dimensioni ,si,12.483475,41.915147
38,22/H501/RM/12,Roma,Roma,Villa Borghese - Viale del Lago,"41°54'54,53""","12°29'00,51''",47,si,Cedrus libani A.Richard,Cedro del Libano,410,22,a) età e/o dimensioni ,si,12.488206,41.915489
39,23/H501/RM/12,Roma,Roma,Villa Borghese - Valle dei Platani,"41°54'55,76""","12°29'17,54''",45,si,Insieme omogeneo di Platanus orientalis L.,Platano orientale,520 (med) 570 (max),"18,0 (med) 20,0 (max)",a) età e/o dimensioni e) valore ecologico f) pregio paesaggistico ,si,12.444775,41.882956
40,27/H501/RM/12,Roma,Roma,Villa Pamphili - Belvedere del Lago del Giglio,"41°52'58,64""","12°26'41,19""",51,si,Cedrus libani A.Richard,Cedro del Libano,460,20,a) età e/o dimensioni ,si,12.493000,41.884225
41,28/H501/RM/12,Roma,Roma,"Vivai San Sisto - Piazza di Porta Metronia, 2","41°53'03,21""","12°29'34,80""",34,si,Cedrus libani A.Richard,Cedro del Libano,500,20,a) età e/o dimensioni ,si,12.494131,41.882681
42,29/H501/RM/12,Roma,Roma,"Vivai San Sisto - Piazza di Porta Metronia, 2","41°52'57,65""","12°29'38,87''",28,si,"Ceiba speciosa (A.St.-Hil, A.Juss & Cambess.) syn Chorisia speciosa A. St. Hill",Falso kapok ,380,20,a) età e/o dimensioni d) rarità botanica,si,12.495042,41.882028
43,30/H501/RM/12,Roma,Roma,"Vivai San Sisto - Piazza di Porta Metronia, 2","41°52'55,30""","12°29'42,15''",24,si,Quercus nigra L. x velutina Lam,Ibrido di Quercia americana,380,25,a) età e/o dimensioni d) rarità botanica,si,11.918106,42.703681
44,02/A040/VT/12,Viterbo,Acquapendente ,Spina Cassia - La Canala,"42°42'13,25""","11°55'05,18""",527 o 420???,no,Castanea sativa Mill.,Castagno,1040,15,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,si,11.876931,42.739306
45,03/A040/VT/12,Viterbo,Acquapendente ,Madonnina,"42°44'21,50""","11°52'36,95""",428,si,Quercus cerris L.,Cerro,240 (med) 280 (max),"20,0 (med) 25,0 (max)"," e) architettura vegetale f) pregio paesaggistico g) valore storico, culturale, religioso",si,11.887717,42.709947
46,06/A040/VT/12,Viterbo,Acquapendente ,Campo Moro,"42°42'35,81""","11°53'15,78""",446,no,Quercus crenata Lam.,Cerro-sughera,400,15,a) età e/o dimensioni d) rarità botanica f) pregio paesaggistico ,si,11.893922,42.709003
47,07/A040/VT/12,Viterbo,Acquapendente ,Campo Moro,"42°42'32,41""","11°53'38,12""",442,no,Quercus crenata Lam.,Cerro-sughera,350,18,a) età e/o dimensioni d) rarità botanica f) pregio paesaggistico ,si,11.870358,42.724086
48,08/A040/VT/12,Viterbo,Acquapendente ,Monte Petrocco - Strada Torretta,"42°43'26,71""","11°52'13,29""",425,no,Quercus cerris L.,Cerro,380,28,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,si,11.919667,42.703703
49,09/A040/VT/12,Viterbo,Acquapendente ,Spina Cassia - La Sbarra,"42°42'13,33""","11°55'10,80""",533,no,Quercus crenata Lam.,Cerro-sughera,305,20,d) rarità botanica f) pregio paesaggistico ,si,11.865508,42.743942
50,11/A040/VT/12,Viterbo,Acquapendente ,Via del Rivo,"42°44'38,19""","11°51'55,83""",399,si,Magnolia grandiflora L. ,Magnolia,300,21,a) età e/o dimensioni ,si,11.928253,42.744150
51,12/A040/VT/12,Viterbo,Acquapendente ,Giardino - Strada per il Museo del Fiore ,"42°44'38,94""","11°55'41,71""",458,no,Quercus pubescens Willd.,Roverella ,515,10,a) età e/o dimensioni ,si,11.881661,42.749003
52,14/A040/VT/12,Viterbo,Acquapendente ,Campo Lebe,"42°44'56,41""","11°52'53,98""",366,no,Castanea sativa Mill.,Castagno,450,13,a) età e/o dimensioni ,si,11.881658,42.748975
53,15/A040/VT/12,Viterbo,Acquapendente ,Campo Lebe,"42°44'56,31""","11°52'53,97""",366,no,Tilia platyphyllos Scop. ,Tiglio nostrale,375,25,a) età e/o dimensioni b) forma e portamento ,si,11.873217,42.732628
54,16/A040/VT/12,Viterbo,Acquapendente ,Poggio Pinzo,"42°43'57,46""","11°52'23,58""",416,no,Quercus cerris L.,Cerro,410,20,a) età e/o dimensioni ,si,11.900656,42.748919
55,17/A040/VT/12,Viterbo,Acquapendente ,Podere Gallicelletta,"42°44'56,11""","11°54'02,36""",428,no,Quercus pubescens Willd.,Roverella ,400,18,a) età e/o dimensioni f) pregio paesaggistico ,si,11.869706,42.777533
56,18/A040/VT/12,Viterbo,Acquapendente ,Podere Casanova,"42°46'39,12""","11°52'10,94""",356,no,Quercus cerris L.,Cerro,430,25,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,si,11.874706,42.718894
57,23/A040/VT/12,Viterbo,Acquapendente ,Podere La Casina,"42°43'08,02""","11°52'28,94""",439,no,Quercus cerris L.,Cerro,385,21,a) età e/o dimensioni ,si,12.014267,42.257711
58,01/A857/VT/12,Viterbo,Blera,Fontanile dei Trocchi - Strada Provinciale Blerana n. 42,"42°15'27,76""","12°00'51,36""",290,no,Fraxinus angustifolia Vahl,Frassino meridionale,273,21.5,a) età e/o dimensioni ,si,12.207694,42.626356
59,04/C780/VT/12,Viterbo,Civitella d'Agliano,Piandimiglio,"42°37'34,88"" ","12°12'27,70""",139,no,Quercus pubescens Willd.,Roverella,411,30,a) età e/o dimensioni f) pregio paesaggistico ,no,12.198247,42.614500
60,08/C780/VT/12,Viterbo,Civitella d'Agliano,Agliano,"42°36'52,20"" ","12°11'53,69""",290,si,Pinus pinea L.,Pino domestico,415,30,a) età e/o dimensioni f) pregio paesaggistico ,no,11.738100,42.612997
61,01/L569/VT/12,Viterbo,Valentano,Crognoleta - Azienda Agricola Camilli,"42°36'46,79"" ","11°44'17,16""",438,no,Quercus pubescens Willd.,Roverella,460,27,a) età e/o dimensioni ,si,12.264381,42.384150
62,01/L612/VT/12,Viterbo,Vallerano ,Giardino comunale - Via Caduti di Nassiriya,"42°23'02,94''","12°15'51,77""",384,si,Cedrus deodara (D.Don) G. Don,Cedro dell'Himalaya,424,33.5,a) età e/o dimensioni ,no,,
