ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
32,02/H858/BZ/21,Bolzano,San Genesio Atesino,Montoppio,"46°33'27,49""","11°17'41,03"" ",1435,no,Larix decidua Mill.,Larice,560,24.5,a) età e/o dimensioni b) forma e portamento ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,11.294731,46.580833
33,01/I065/BZ/21,Bolzano,San Pancrazio,Bagni di Mezzo,"46°33'16,33""","11°03'59,22""",950,no,Fagus sylvatica L.,Faggio,428,18,a) età e/o dimensioni b) forma e portamento ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,11.066450,46.580833
34,01/I431/BZ/21,Bolzano,Sarentino ,Malga Tramin," 46°47'29,81""","11°28'01,79"" ",1980,no,Insieme omogeneo di Pinus cembra L. ,Pino cembro,350 (med) 405 (max),"15,0 (med) 16,0 (max)",a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,11.467164,46.814167
35,02/I431/BZ/21,Bolzano,Sarentino ,Pechol,"46°45'15,15""","11°24'21,09"" ",1990,no,Pinus cembra L. ,Pino cembro,487,18.5,a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,11.405858,46.780833
36,01/I519/BZ/21,Bolzano,Scena,"Maso Lutt - Via Pichler,11","46°41'23,71""","11°11'29,16""",655,no,Castanea sativa Mill.,Castagno,632-558,16,a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,11.191433,46.714167
37,01/L108/BZ/21,Bolzano,Terlano,"Maso Lackner - Settequerce - Via Bolzano, 11"," 46°30'52,47""","11°16'34,16"" ",290,no,Cornus mas L.,Corniolo,125-53-59-80,9,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,11.276156,46.530833
38,01/L149/BZ/21,Bolzano,Tesimo,Castel Katzenzungen - Prissiano," 46°33'13,73""","11°11'03,21"" ",601,no,Vitis vinifera L.,Vite,60 - 40,N.R.,"a) età e/o dimensioni b) forma e portamento d) rarità botanica f) pregio paesaggistico g) valore storico, culturale, religioso",bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,11.184225,46.580833
39,01/L178/BZ/21,Bolzano,Tirolo,Maso Bamer - Via Asiago," 46°41'46,81""","11°09'16,52"" ",674,no,Castanea sativa Mill.,Castagno,572,23,a) età e/o dimensioni b) forma e portamento ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,11.154589,46.714167
40,02/L178/BZ/21,Bolzano,Tirolo,Castello Thurnstein," 46°41'30,78""","11°08'06,67""",530,si,Laurus nobilis L.,Alloro,302,17,a) età e/o dimensioni b) forma e portamento d) rarità botanica f) pregio paesaggistico ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,11.135186,46.714167
41,01/L490/BZ/21,Bolzano,Ultimo,Maso Außerlaner- Santa Geltrude ,"46°29'29,44""","10°53'33,88"" ",1440,no,Insieme omogeneo di Larix decidua Mill.,Larice,681 (med) 798 (max),"26,5 (med) 31,5 (max)",a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,10.892744,46.511389
42,02/L490/BZ/21,Bolzano,Ultimo,Sopra malga Pichl - Valle Klapfberg ,"46°28'43,45""","10°55'21,26"" ",2100,no,Insieme omogeneo di Larix decidua Mill.,Larice,385 (med) 410 (max),"26,0 (med) 29,0 (max)",a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,10.922572,46.494722
43,01/L595/BZ/21,Bolzano,Valle Aurina,Maso Häusergang - Luttago di sopra ," 46°57'48,68""","11°57'48,68""",1090,no,Picea abies (L) H. Karst.,Abete rosso,394,39,a) età e/o dimensioni b) forma e portamento ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,11.963522,46.980833
44,01/L687/BZ/21,Bolzano,Varna,Gatsch,"46°44'51,99""","11°37'50,07"" ",710,si,Castanea sativa Mill.,Castagno,738,25.5,a) età e/o dimensioni b) forma e portamento ,bene paesaggistico ai sensi dell'art. 3 della L.P. 25/071970 n. 16 ,11.630575,46.764167
