ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
16,01/L805/PD/05,Padova,Vescovana,"Villa Pisani Scalabrin - Via Roma, 19","45°08'00,90"" ","11°42'26,01""",7,si,Platanus acerifolia (Aiton) Willd.,Platano comune,650,40,a) età e/o dimensioni e)architettura vegetale ,False,11.862775,45.455792
17,01/L892/PD/05,Padova,Vigodarzere,Certosa di Vigodarzere - Lungargine Brenta,"45°27'20,85"" ","11°51'45,99""",0,no,Platanus acerifolia (Aiton) Willd.,Platano comune,625,32,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico,False,12.146744,45.039436
18,01/A059/RO/05,Rovigo,Adria,Villa Papadopoli - Smergoncino ,"45°02'21,97""","12°08'48,28""",4,no,Quercus ilex L.,Leccio,500,18,a) età e/o dimensioni,False,11.447342,44.952328
19,01/D568/RO/05,Rovigo,Ficarolo,Via Roma,"44°57'08,38""","11°26'50,43""",10,no,Quercus robur L.,Farnia,530,28,a) età e/o dimensioni,False,11.603256,44.961469
20,01/D577/RO/05,Rovigo,Fiesso Umbertiano,Piazza Aldo Moro,"44°57'41,29""","11°36'11,72""",9,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,450,23,a) età e/o dimensioni,False,11.588842,45.085864
21,01/E522/RO/05,Rovigo,Lendinara,Via San Rocco,"45°05'09,11""","11°35'19,83""",4,si,Platanus orientalis L.,Platano orientale,740,40,"a) età e/o dimensioni g) valore storico, culturale, religioso",False,11.599578,44.985589
22,01/G673/RO/05,Rovigo,Pincara,Via Traversagno,"44°59'08,12""","11°35'58,48""",6,no,Ulmus minor Mill.,Olmo campestre,510,18,a) età e/o dimensioni,False,11.665831,45.026897
23,01/L967/RO/05,Rovigo,Villamarzana,Via Ronchi,"45°01'36,83"" ","11°39'56,99""",4,no,Ulmus minor Mill.,Olmo campestre,480,35,a) età e/o dimensioni,False,11.783056,45.849175
24,01/B061/TV/05,Treviso,Borso del Grappa,Monte Grappa,"45°50'57,03""","11°46'59,00""",1273,no,Fagus sylvatica L.,Faggio,376,32.5,"a) età e/o dimensioni g) valore storico, culturale, religioso",False,11.935278,45.673614
25,01/C111/TV/05,Treviso,Castelfranco Veneto,"Parco Revedin Bolasco - Via Trevigiana, 73","45°40'25,01""","11°56'07,00""",42,si,Quercus robur L.,Farnia,375,30.5,a) età e/o dimensioni,False,12.136222,45.968392
26,01/C735/TV/05,Treviso,Cison di Valmarino,Castelbrando - Via Brando Brandolini,"45°58'06,21""","12°08'10,40""",374,si,Cedrus atlantica (Endl) Carrière var. glauca,Cedro dell'Atlante,424,24.5,a) età e/o dimensioni b) forma e portamento d) rarità botanica e) architettura vegetale,False,12.293789,45.884778
27,01/C957/TV/05,Treviso,Conegliano,"Via Diaz, 2/4","45°53'05,20""","12°17'37,64""",47,si,Cupressus sempervirens L.,Cipresso comune, 350-58-70-52,29.5,a) età e/o dimensioni,False,12.272394,45.902286
28,02/C957/TV/05,Treviso,Conegliano,"Via dei Colli, 90","45°54'08,23""","12°16'20,62""",156,no,Cupressus sempervirens L.,Cipresso comune,295,20.5,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,12.121908,45.909736
29,01/D505/TV/05,Treviso,Farra di Soligo ,Via Vinai,"45°54'35,05""","12°07'18,87""",195,no,Carpinus betulus L. ,Carpino bianco,332,17.5,"a) età e/o dimensioni g) valore storico, culturale, religioso",False,12.650286,45.797542
30,01/F088/TV/05,Treviso,Meduna di Livenza,Villa Wiel - Via dei Wiel,"45°47'51,15""","12°39'01,03""",3,no,Quercus robur L.,Farnia,570,26,a) età e/o dimensioni,False,12.265728,45.577000
31,01/F269/TV/05,Treviso,Mogliano Veneto,Villa Coldumer,"45°34'37,20"""," 12°15'56,62""",7,si,Cedrus atlantica (Endl) Carrière ,Cedro dell'Atlante,673,28.5,a) età e/o dimensioni d) rarità botanica e) architettura vegetale,False,12.264444,45.578058
32,02/F269/TV/05,Treviso,Mogliano Veneto,Villa Coldumer,"45°34'41,01"""," 12°15'52,00""",8,si,Taxodium disticum (L.) Rich.,Cipresso calvo,418,26,a) età e/o dimensioni d) rarità botanica,False,12.264492,45.577328
33,03/F269/TV/05,Treviso,Mogliano Veneto,Villa Coldumer,"45°34'38,38"""," 12°15'52,17""",8,si,Platanus acerifolia (Aiton) Willd.,Platano comune,650,35,a) età e/o dimensioni,False,12.239706,45.625378
34,01/H022/TV/05,Treviso,Preganziol,"Villa Albrizzi Franchetti - Via Terraglio, 203","45°37'31,36""","12°14'22,94""",10,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,675,31,a) età e/o dimensioni b) forma e portamento e) architettura vegetale,False,12.240817,45.626775
35,02/H022/TV/05,Treviso,Preganziol,"Villa Albrizzi Franchetti - Via Terraglio, 203","45°37'36,39""","12°14'26,94""",10,si,Cedrus atlantica (Endl) Carrière ,Cedro dell'Atlante, 903-272-148,38,a) età e/o dimensioni b) forma e portamento,False,12.376253,45.627436
36,01/H523/TV/05,Treviso,Roncade,Castello di Roncade,"45°37'38,77"""," 12°22'34,51""",9,si,Cedrus libani A. Richard,Cedro del Libano,654,27.5,a) età e/o dimensioni b) forma e portamento,False,12.234117,45.970833
37,01/L058/TV/05,Treviso,Tarzo,"Albergo ai Pini - Vicolo dei Pini, 6","45°58'15,00""","12°14'02,82""",374,si,Cupressus sempervirens L.,Cipresso comune,375,22,a) età e/o dimensioni d) rarità botanica f) pregio paesaggistico,False,12.017969,45.924844
38,01/L565/TV/05,Treviso,Valdobbiadene,Pianezze di Valdobbiadene,"45°55'29,44"""," 12°01'04,69""",1155,no,Fagus sylvatica L.,Faggio,412,28.5,a) età e/o dimensioni,False,12.348083,45.819308
39,01/L700/TV/05,Treviso,Vazzola,"Via Tonini, 42","45°49'09,51""","12°20'53,10""",38,si,Styphnolobium japonicum (L.) Schott,Sofora del Giappone,239,10,a) età e/o dimensioni b) forma e portamento c) valore ecologico d) rarità botanica,False,12.057772,45.645050
40,01/L706/TV/05,Treviso,Vedelago,Via Castelletti,"45°38'42,18""","12°03'27,98""",27,no,Taxodium disticum (L.) Rich.,Cipresso calvo,361,30,a) età e/o dimensioni d) rarità botanica,False,12.306206,45.987344
41,01/M089/TV/05,Treviso,Vittorio Veneto,"Campo di atletica - Via Roma, 141","45°59'14,44""","12°18'22,34""",120,si,Pinus pinea L.,Pino domestico,343,25.5,a) età e/o dimensioni d) rarità botanica,False,12.307286,45.988514
42,02/M089/TV/05,Treviso,Vittorio Veneto,"Via Giulio Salvadoretti, 13","45°59'18,65"" ","12°18'26,23""",125,si,Magnolia grandiflora L.,Magnolia bianca,550-57-23,20.5,a) età e/o dimensioni b) forma e portamento d) rarità botanica,False,12.908997,45.774433
43,01/D741/VE/05,Venezia,Fossalta di Portogruaro,Villanova Sant'Antonio,"45°46'27,96""","12°54'32,39""",6,si,Quercus robur L.,Farnia,850,17,"a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico g) valore storico, culturale, religioso",False,12.129444,45.435006
44,01/F229/VE/05,Venezia,Mira,Villa Leoni - Via Nazionale,"45°26'06,02"" ","12°07'46,00""",8,si,Platanus acerifolia (Aiton) Willd.,Platano comune,540,40,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,12.111386,45.495006
45,01/F241/VE/05,Venezia,Mirano,"Villa Morosini - Via Luigi Mariutto, 4","45°29'42,02"" ","12°06'40,99""",9,si,Cedrus libani A. Richard,Cedro del Libano,526,27,"a) età e/o dimensioni b) forma e portamento d) rarità botanica g) valore storico, culturale, religioso",False,12.111606,45.495594
46,02/F241/VE/05,Venezia,Mirano,"Villa Morosini - Via Luigi Mariutto, 4","45°29'44,14"" "," 12°06'41,78""",9,si,Magnolia grandiflora L.,Magnolia,378,20.5,"a) età e/o dimensioni b) forma e portamento e) architettura vegetale g) valore storico, culturale, religioso",False,12.085550,45.518228
47,03/F241/VE/05,Venezia,Mirano,"Zianigo - Via Balzana, 1","45°31'05,62""","12°05'07,98""",15,no,Quercus robur L.,Farnia,465,22.5,"a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico g) valore storico, culturale, religioso",False,12.757389,45.771561
48,01/G914/VE/05,Venezia,Portogruaro,"Pradipozzo - Via Castellina, 2","45°46'17,62"""," 12°45'26,60""",5,no,Quercus robur L.,Farnia,370,33.5,a) età e/o dimensioni c) valore ecologico d) rarità botanica,False,12.149800,45.500572
49,01/I908/VE/05,Venezia,Spinea,Via Guido Cavalcanti,"45°30'02,06"""," 12°08'59,28""",7,si,Populus alba L.,Pioppo bianco,320,24.5, b) forma e portamento,False,12.155125,45.496344
50,02/I908/VE/05,Venezia,Spinea,"Orgnano - Via Roma, 236","45°29'46,84""","12°09'18,45""",6,si,Aesculus hippocastanum L.,Ippocastano,335,22.5,a) età e/o dimensioni b) forma e portamento,False,12.155228,45.496192
51,03/I908/VE/05,Venezia,Spinea,"Orgnano - Via Roma, 236","45°29'46,29"""," 12°09'18,82""",6,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,320,18.5,a) età e/o dimensioni b) forma e portamento,False,12.154444,45.496392
52,04/I908/VE/05,Venezia,Spinea,"Orgnano - Via Roma, 236","45°29'47,01""","12°09'16,00""",7,si,Styphnolobium japonicum (L.) Schott,Sofora del Giappone,280,33,a) età e/o dimensioni b) forma e portamento,False,12.155281,45.496675
53,05/I908/VE/05,Venezia,Spinea,"Orgnano - Via Roma, 236","45°29'48,03"""," 12°09'19,01""",7,si,Taxodium disticum (L.) Rich.,Cipresso calvo,350,29,a) età e/o dimensioni,False,12.154725,45.496392
54,06/I908/VE/05,Venezia,Spinea,"Orgnano - Via Roma, 236","45°29'47,01"""," 12°09'17,01""",7,si,Carpinus betulus,Carpino bianco,205,26.5, b) forma e portamento,False,12.155633,45.495806
55,07/I908/VE/05,Venezia,Spinea,"Orgnano - Via Roma, 230","45°29'44,90"" ","12°09'20,28""",7,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,405,25,a) età e/o dimensioni,False,12.155764,45.495764
56,08/I908/VE/05,Venezia,Spinea,"Orgnano - Via Roma, 230","45°29'44,75"""," 12°09'20,75""",7,si,Magnolia grandiflora L.,Magnolia,250,17.5,a) età e/o dimensioni b) forma e portamento,False,12.157561,45.495183
57,09/I908/VE/05,Venezia,Spinea,"Orgnano - Via Roma, 218","45°29'42,66"""," 12°09'27,22""",8,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,406,26.5,a) età e/o dimensioni,False,12.157500,45.495278
58,10/I908/VE/05,Venezia,Spinea,"Orgnano - Via Roma, 218","45°29'43,00""","12°09'27,00""",8,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,350,33,a) età e/o dimensioni,False,12.154283,45.492842
59,11/I908/VE/05,Venezia,Spinea,IC Orgnano - Viale San Remo,"45°29'34,23""","12°09'15,42""",6,si,Populus nigra L.,Pioppo nero,360,26.5,a) età e/o dimensioni b) forma e portamento,False,12.154381,45.492156
60,12/I908/VE/05,Venezia,Spinea,IC Orgnano - Viale San Remo,"45°29'31,76""","12°09'15,77""",6,si,Populus nigra L.,Pioppo nero,420,24.5,a) età e/o dimensioni,False,12.009167,45.410278
61,01/I965/VE/05,Venezia,Stra,Villa Pisani - Scuderie,"45°24'37,00"" ","12°00'33,00""",5,no,Platanus acerifolia (Aiton) Willd.,Platano comune,495,44,"a) età e/o dimensioni b) forma e portamento g) valore storico, culturale, religioso",False,12.009444,45.409722
62,02/I965/VE/05,Venezia,Stra,Villa Pisani - Scuderie,"45°24'35,00"" "," 12°00'34,00""",3,no,Carpinus betulus L. ,Carpino,216,23.5," c) valore ecologico g) valore storico, culturale, religioso",False,12.011111,45.410556
63,03/I965/VE/05,Venezia,Stra,Villa Pisani - Ghiacciaia,"45°24'38,00""","12°00'40,00""",3,no,Taxodium disticum (L.) Rich.,Cipresso calvo,447,33.5,"a) età e/o dimensioni d) rarità botanica g) valore storico, culturale, religioso",False,12.012500,45.410278
64,04/I965/VE/05,Venezia,Stra,Villa Pisani - Esedra,"45°24'37,00"" ","12°00'45,00""",3,no,Maclura pomifera (Raf.) C.K. Schneid.,Maclura ,480,25,"a) età e/o dimensioni b) forma e portamento d) rarità botanica g) valore storico, culturale, religioso",False,12.355597,45.419783
65,01/L736/VE/05,Venezia,Venezia,Isola San Servolo,"45°25'11,22""","12°21'20,15""",0,si,Phoenix canariensis Chabaud,Palma delle Canarie,188,10.5,a) età e/o dimensioni d) rarità botanica f) valore paesaggistico,False,10.775564,45.553067
66,02/L736/VE/05,Venezia,Venezia,Giardini della Biennale,"verificare 45°25'43,95""","verificare 12°21'29,96""",2,si,Platanus acerifolia (Aiton) Willd.,Platano comune,483,39,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.050739,45.667867
67,01/A061/VR/05,Verona,Affi,Villa Poggi - Via Elena da Persico,"45°33'11,04""","10°46'32,03""",190,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,540,27,a) età e/o dimensioni,False,11.045278,45.669167
68,01/B073/VR/05,Verona,Bosco Chiesanuova,Tracchi,"45°40'04,32"""," 11°03'02,66""",1420,no,Fagus sylvatica L.,Faggio,501,24.4,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.064814,45.666300
69,02/B073/VR/05,Verona,Bosco Chiesanuova,Malga Broletto,"45°40'09,00"" "," 11°02'43,00""",1490,no,Fagus sylvatica L.,Faggio,572,24.5,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.065067,45.665272
70,03/B073/VR/05,Verona,Bosco Chiesanuova,Malga Belfiore di qua,"45°39'58,68"" ","11°03'53,33""",1451,no,Fagus sylvatica L.,Faggio,284-279-196 ,20.5,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.080242,45.674689
71,04/B073/VR/05,Verona,Bosco Chiesanuova,Malga Belfiore di qua,"45°39'54,98"" "," 11°03'54,24""",1425,no,Fagus sylvatica L.,Faggio,457,20.8,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,10.982933,45.473114
72,05/B073/VR/05,Verona,Bosco Chiesanuova,Malga Bazerna,"45°40'28,88""","11°04'48,87""",1439,no,Fagus sylvatica L.,Faggio,504,30,a) età e/o dimensioni,False,10.815275,45.607758
73,01/B296/VR/05,Verona,Bussolengo,Piazza Dainese,"45°28'23,21"" "," 10°58'58,56""",123,si,Styphnolobium japonicum (L.) Schott,Sofora del Giappone,323,20,"a) età e/o dimensioni g) valore storico, culturale, religioso",False,10.816350,45.608092
74,01/B709/VR/05,Verona,Caprino Veronese,Villa Nichesola Rigo - Platano,"45°36'27,93"" ","10°48'54,99""",280,no,Fagus sylvatica L.,Faggio,407,35.5,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,10.815197,45.608133
75,02/B709/VR/05,Verona,Caprino Veronese,Platano,"45°36'29,13"" ","10°48'58,86""",280,no,Platanus orientalis L.,Platano orientale,1097,18,"a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.041206,45.574422
76,03/B709/VR/05,Verona,Caprino Veronese,Villa Nichesola Rigo - Platano,"45°36'29,28"" ","10°48'54,71""",285,no,Platanus acerifolia (Aiton) Willd.,Platano comune,520,42,a) età e/o dimensioni,False,10.751964,45.566642
77,01/C538/VR/05,Verona,Cerro Veronese,Piazza Don Angelo Vinco,"45°34'27,92"" ","11°02'28,34""",722,si,Quercus crenata Lam.,Cerro-sughera,375,17.5,a) età e/o dimensioni b) forma e portamento d) rarità botanica f) pregio paesaggistico ,False,10.819453,45.545806
78,01/D118/VR/05,Verona,Costermano,Albarè - Casa Salesiana ,"45°33'59,91"" ","10°45'07,07""",285,no,Insieme omogeneo di Quercus pubescens Willd.,Roverella,530 (med) 580 (max),"22,0 (med) 26,0 (max)","a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,10.992594,45.660864
79,01/D317/VR/05,Verona,Dolcè,Volargne - Fronte Via dell'Adige,"45°32'44,90"" ","10°49'10,03""",1008,no,Insieme omogeneo di Cupressus sempervirens L.,Cipresso comune,460 (med) 530 (max),"25,0 (med) 28,0 (max)","a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.006647,45.658531
80,01/D420/VR/05,Verona,Erbezzo,Malga Dardo,"45°39'39,11"""," 10°59'33,34""",1365,no,Fagus sylvatica L.,Faggio,379,26,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,10.999931,45.704503
81,02/D420/VR/05,Verona,Erbezzo,Malga Maso,"45°39'30,71"""," 11°00'23,93""",1230,no,Fagus sylvatica L.,Faggio,490,25,"a) età e/o dimensioni g) valore storico, culturale, religioso",False,10.996392,45.690164
82,04/D420/VR/05,Verona,Erbezzo,Malga Coe,"45°42'16,21"" ","10°59'59,75""",1533,no,Fagus sylvatica L.,Faggio ,420,24.5,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,10.995289,45.630894
83,03/D420/VR/05,Verona,Erbezzo ,Roccopiano,"45°41'24,59"" ","10°59'47,01""",1513,no,Fagus sylvatica L.,Faggio,505,25,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,10.880578,45.543300
84,05/D420/VR/05,Verona,Erbezzo ,Chiomati,"45°37'51,22"" "," 10°59'43,04""",988,no,Acer pseudoplatanus L.,Acero di monte,326,22,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.045244,45.554414
85,01/D818/VR/05,Verona,Fumane,"Villa Ravignani -Via Santuario, 12 ","45°32'35,88"" ","10°52'50,08""",194,si,Cupressus sempervirens L.,Cipresso comune,423,32,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.061839,45.608808
86,01/E171/VR/05,Verona, Grezzana,Azzago Monte Santa Viola,"45°33'15,89"" ","11°02'42,88""",733,no,Ostrya carpinifolia Scop.,Carpino nero,341,11.5,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.274217,45.402353
87,01/H608/VR/05,Verona,Roverè Veronese,Vilio,"45°36'31,71"" "," 11°03'42,62""",992,no,Fagus sylvatica L.,Faggio,398,22,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.273078,45.396981
88,01/H783/VR/05,Verona,San Bonifacio,Piazza Stazione,"45°24'08,47""","11°16'27,18""",31,si,Quercus ilex L.,Leccio,263,9,"f) pregio paesaggistico g) valore storico, culturale, religioso",False,10.960497,45.604064
89,02/H783/VR/05,Verona,San Bonifacio,Via IV Novembre angolo Via Fratelli Mazzotto,"45°23'49,13""","11°16'23,08""",28,si,Platanus acerifolia (Aiton) Willd.,Platano comune,520,18,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.166061,45.519533
90,01/I292/VR/05,Verona,Sant'Anna d'Alfaedo,Crestena - Via Ponte di Veja,"45°36'14,63"" ","10°57'37,79""",770,no,Quercus petraea (Matt.) Liebl.,Rovere,385,22,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.120142,45.573222
91,01/L364/VR/05,Verona,Tregnago,"Villa Adelia - Via dei Bandi, 54","45°31'10,32"" ","11°09'57,82""",345,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,644,33.5,a) età e/o dimensioni b) forma e portamento,False,10.999531,45.443211
92,01/L722/VR/05,Verona,Velo Veronese,Passo Spin del Poiero - Via Monte Moro,"45°34'23,60""","11°07'12,51""",850,no,Pyrus pyraster (L.) Burgsd.,Pero selvatico,228,9.5,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.000069,45.442597
93,01/L781/VR/05,Verona,Verona ,Piazza Indipendenza,"45°26'35,56"" ","10°59'58,31""",65,si,Insieme omogeneo di Gingko biloba L.,Ginco,323 (med) 350 (max),"23,5(med) 24,0 (max)","a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,10.993025,45.448842
94,02/L781/VR/05,Verona,Verona ,Piazza Indipendenza,"45°26'33,35""","11°00'00,25""",65,si,Platanus acerifolia (Aiton) Willd.,Platano comune,505,35.5,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.665686,45.803117
95,03/L781/VR/05,Verona,Verona ,"Via Nino Bixio, 2 ","45°26'55,83""","10°59'34,89""",70,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,309,28,f) pregio paesaggistico,False,11.497778,45.768806
96,01/A703/VI/05,Vicenza,Bassano del Grappa,Rubbio/Gritti,"45°48'11,22"" ","11°39'56,47""",990,no,Fagus sylvatica L.,Faggio,560,17,"a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.484722,45.584444
97,01/B441/VI/05,Vicenza,Calvene,Piani,"45°46'07,70""","11°29'52,00""",380,no,Ostrya carpinifolia Scop.,Carpino nero,300,20,a) età e/o dimensioni c) valore ecologico f) pregio paesaggistico ,False,11.574167,45.911389
98,01/D107/VI/05,Vicenza,Costabissara,Villa San Carlo,"45°35'04,00"" ","11°29'05,00""",50,si,Taxodium disticum (L.) Rich.,Cipresso calvo,500,38,"a) età e/o dimensioni c) valore ecologico f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.577222,45.908333
99,01/D882/VI/05,Vicenza,Gallio ,Meletta davanti - Puche,"45°54'41,00"" ","11°34'27,00""",1565,no,Fagus sylvatica L.,Faggio,415 (med) 490 (max),"15,0 (med) 16,0 (max)","a) età e/o dimensioni c) valore ecologico f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.577778,45.903889
100,02/D882/VI/05,Vicenza,Gallio ,Meletta davanti - Puche,"45°54'30,00"" ","11°34'38,00""",1618,no,Insieme omogeneo di Fagus sylvatica L.,Faggio,415 (med) 430 (max),"12,0 (med) 13,0 (max)","a) età e/o dimensioni c) valore ecologico f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.544075,45.908661
101,03/D882/VI/05,Vicenza,Gallio ,Meletta davanti - Puche,"45°54'14,00""","11°34'40.00""",1544,no,Insieme omogeneo di Fagus sylvatica L.,Faggio,300 (med) 430 (max),"15,0 (med) 17,0 (max)","a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.431267,45.765219
102,04/D882/VI/05,Vicenza,Gallio ,Zebbo,"45°54'31,18""","11°32'38,67""",1360,no,Fagus sylvatica L.,Faggio,370,19,"a) età e/o dimensioni c) valore ecologico f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.150947,45.704425
103,01/G694/VI/05,Vicenza,Piovene Rocchette,"La Villa - Via Alessandro Rossi, 6","45°45'54,79"" "," 11°25'52,56""",270,no,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,520-400-360-140-90,36,"a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico g) valore storico, culturale, religioso",False,11.390425,45.831611
