ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
11,18/D815/FI/09,Firenze,Fucecchio,Pinete - Val Grande,"43°47'03,35”","10°44'50,09”",45,no,Tilia cordata Miller,Tiglio,180,25,d) rarità botanica ,si,10.747247,43.811389
12,01/H222/FI/09,Firenze,Reggello,Castello di Sammezzano - Leccio ,"43°42’06,41’’","11°28’31,75’’",190,no,Sequoia sempervirens (D. Don) Endl,Sequoia sempreverde,840,40,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,no,11.475486,43.730833
13,02/H222/FI/09,Firenze,Reggello,Castello di Sammezzano - Leccio ,"43°42’17,32’’","11°28’11,06’’",194,no,Chamaecyparis lawsoniana (A. Murray) Parl.,Cipresso di Lawson,230,20,b) forma e portamento ,no,11.469739,43.730833
14,03/H222/FI/09,Firenze,Reggello,Castello di Sammezzano - Leccio ,"43°42’17,11’’","11°28’08,63’’",183,no,Sequoiadendron giganteum (Lindl.) J. Buchholz,Sequoia gigante ,610,28,a) età e/o dimensioni ,no,11.469064,43.730833
15,04/H222/FI/09,Firenze,Reggello,Foresta di Sant’Antonio,"43°42’17,62’’","11°35’14,73’’",1052,no,Fagus sylvatica L.,Faggio,500,30,a) età e/o dimensioni f) pregio paesaggistico,no,11.587425,43.730833
16,05/H222/FI/09,Firenze,Reggello,Vallombrosa,"43°43’48,93’’","11°33’29,50’’",1032,no,Fagus sylvatica L.,Faggio,380,22,"a) età e/o dimensioni g) valore storico, culturale, religioso",si,11.558194,43.747500
17,06/H222/FI/09,Firenze,Reggello,Vallombrosa - Arboreto,"43°43’58,14’’","11°33’22,71’’",954,no,Sequoiadendron giganteum (Lindl.) J. Buchholz,Sequoia gigante ,650,30,"a) età e/o dimensioni g) valore storico, culturale, religioso",no,11.556308,43.747500
18,07/H222/FI/09,Firenze,Reggello,Vallombrosa - Arboreto,"43°43’54,36’’","11°33’18,68’’",970,no,Pinus lambertiana Douglas,Pino di Lambert ,515,40,"a) età e/o dimensioni d) rarità botanica g) valore storico, culturale, religioso",no,11.555189,43.747500
19,02/M059/FI/09,Firenze,Vinci,Villa Martelli,"43°46’57,05’’","10°55’27,53’’",73,si,Insieme omogeneo di Quercus ilex L.,Leccio, 200 (med) 402 (max),"15,0 (med) 15,0 (max)",a) età e/o dimensioni e) architettura vegetale ,si,10.924314,43.794722
20,03/M059/FI/09,Firenze,Vinci,Villa Martelli,"43°46’58,15’’","10°55’27,05’’",73,si,Aesculus hippocastanum L.,Ippocastano,350,18,a) età e/o dimensioni e) architettura vegetale ,si,10.924181,43.794722
21,04/M059/FI/09,Firenze,Vinci,Faltognano,"43°47’49,28’’","10°57’08,59’’",360,no,Quercus ilex L.,Leccio,670,18,a) età e/o dimensioni b) forma e portamento,si,10.952386,43.811389
22,01/I187/GR/09,Grosseto,Santa Fiora,Case Dondolini -Via Fratelli Cervi,"42°50’00,33’’","11°34’55,15’’",719,si,Castanea sativa Mill.,Castagno,620,12.5,a) età e/o dimensioni ,no,11.581986,42.864167
23,01/B648/LU/09,Lucca,Capannori,Gragnano,"43°52’05,02’’","10°38’54,04’’",110,no,Quercus pubescens Willd.,Roverella ,400,15,a) età e/o dimensioni b) forma e portamento,si,10.648344,43.894722
24,02/B648/LU/09,Lucca,Capannori,Vorno,"43°47’55,56’’","10°30’26,81’’",45,si,Platanus orientalis L.,Platano orientale,515,25,a) età e/o dimensioni ,si,10.507447,43.811389
25,03/B648/LU/09,Lucca,Capannori,San Gennaro,"43°54’02,14’’","10°38’20,23’’",264,si,Quercus ilex L.,Leccio,515,18,a) età e/o dimensioni ,si,10.638953,43.928056
26,01/L833/LU/09,Lucca,Viareggio,Torre del Lago,"43°50’35,24’’","10°16’00,40’’",7,no,Quercus ilex L.,Leccio,480,15,a) età e/o dimensioni ,no,10.266778,43.861389
27,01/B647/PI/09,Pisa,Capannoli,Villa Baciocchi - Piazza San Bartolomeo,"43°34'54,87''","10°40'48,25''",65,si,Thuja occidentalis L.,Tuia occidentale,n. 8 fusti 150 (max) 70 (min) ,20,a) età e/o dimensioni b) forma e portamento ,si,10.680069,43.594722
28,05/F572/P0/09,Prato ,Montemurlo,Cicignano,"43°56'39,40”","11°02'39,90”",320,no,Morus alba L.,Gelso ,310,10,a) età e/o dimensioni,no,11.044417,43.964167
29,06/F572/P0/09,Prato ,Montemurlo,Pian di Scarlino,"43°56'37,86”","11°03'24,28”",410,no,Cupressus sempervirens L.,Cipresso comune,310,15,a) età e/o dimensioni,no,11.056744,43.964167
30,08/F572/P0/09,Prato ,Montemurlo,Podere Sassonero - Bagnolo,"43°57'06,05''","11°03'50,11''",453,no,Quercus pubescens L.,Roverella,415,25,a) età e/o dimensioni,no,11.063919,43.980833
31,09/F572/P0/09,Prato ,Montemurlo,Fattoria di Javello - Castagnetino," 43°57'24,61'' ","11°04'21,54''",487,no,Castanea sativa Mill.,Castagno,570,7,a) età e/o dimensioni,no,11.072650,43.980833
32,10/F572/P0/09,Prato ,Montemurlo,Terenzana,"43°57'05,00''","11°02'47,80''",330,no,Quercus suber L.,Sughera,223,12,d) rarità botanica ,no,11.046611,43.980833
33,12/F572/P0/09,Prato ,Montemurlo,Poggiaccio," 43°56'48,58''","11°04'16,92''",376,no,Quercus pubescens L.,Roverella,410,20,a) età e/o dimensioni,no,11.071367,43.964167
34,13/F572/P0/09,Prato ,Montemurlo,La Rocca,"43°55'42,60''","11°02'40,70''",183,no,Cedrus atlantica (Endl.) Carrière var. glauca,Cedro azzurro dell'Atlante,405,20,a) età e/o dimensioni e) architettura vegetale ,no,11.044639,43.947500
35,14/F572/P0/09,Prato ,Montemurlo,La Rocca,"43°55'42,70''","11°02'41,50''",191,no,Cupressus sempervirens L.,Cipresso comune,335,25,a) età e/o dimensioni b) forma e portamento e) architettura vegetale ,no,11.044861,43.947500
36,16/F572/P0/09,Prato ,Montemurlo,Javello,"43°58’31,80''","11°04'40,70''",956,no,Fagus sylvatica L.,Faggio,298,20,"g) valore storico, culturale, religioso",no,11.077972,43.997500
37,18/F572/P0/09,Prato ,Montemurlo,Villa del Barone,"43°56’03,80''","11°04'06,80''",197,no,Platanus acerifolia (Aiton) Willd.,Platano comune,495,30,"a) età e/o dimensioni g) valore storico, culturale, religioso",no,11.068556,43.964167
38,21/F572/P0/09,Prato ,Montemurlo,Villa del Barone,"43°55’42,90'' ","11°02'39,70''",183,no,Cedrus atlantica (Endl.) Carrière var. glauca,Cedro azzurro dell'Atlante,404,20,a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico ,no,11.044361,43.947500
39,23/F572/P0/09,Prato ,Montemurlo,Fattoria di Javello - Colonica Casaccia,"43°57’29,10''","11°03'55,50''",516,no,Morus alba L.,Gelso bianco,290,8,a) età e/o dimensioni,no,11.065417,43.980833
40,24/F572/P0/09,Prato ,Montemurlo,Fattoria di Javello - Campo,"43°57’28,11''","11°03'59,38''",508,no,Morus alba L.,Gelso bianco,242,8,f) pregio paesaggistico ,no,11.066494,43.980833
41,25/F572/P0/09,Prato ,Montemurlo,Fattoria di Javello - Parco,"43°57’38,20''","11°04'11,70''",546,no,Quercus ilex L.,Leccio,455,25,a) età e/o dimensioni,no,11.069917,43.980833
42,26/F572/P0/09,Prato ,Montemurlo,Fattoria di Javello - Parco,"43°57’37,05'' ","11°04'11,36''",534,no,Insieme omogeneo di Platanus acerifolia (Aiton) Willd.,Platano comune,280 (med) 380 (max),"40,0 (med) 40,0 (max)","a) età e/o dimensioni e) architettura vegetale g) valore storico, culturale, religioso f) pregio paesaggistico",no,11.069822,43.980833
43,27/F572/P0/09,Prato ,Montemurlo,Case Sassonero,43°57’ 05.60’’,"11°03' 47,76”",453,no,Morus alba L.,Gelso bianco,340,10,a) età e/o dimensioni,no,11.063267,43.980833
44,28/F572/P0/09,Prato ,Montemurlo,Cicignano,"43°56’39,30''","11°02' 42,60''",316,no,Acer campestre L.,Acero campestre,385,8,a) età e/o dimensioni b) forma e portamento ,no,11.045167,43.964167
45,30/F572/P0/09,Prato ,Montemurlo,Podere Massefo – Cicignano," 43°56’34,00'' ","11°02'59,10''",312,no,Morus alba L.,Gelso bianco,310,10,a) età e/o dimensioni,no,11.049750,43.964167
46,34/F572/P0/09,Prato ,Montemurlo,La Rocca,"43°55’41,06”","11°02'39,00”",162,si,Cupressus sempervirens L.,Cipresso comune,265,20,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,no,11.044167,43.947500
47,35/F572/P0/09,Prato ,Montemurlo,Bagnolo di Sopra,"43°55’43,51''","11°03'47,10”",97,no,Platanus acerifolia (Aiton) Willd.,Platano comune,405,15,a) età e/o dimensioni,no,11.063083,43.947500
48,42/F572/P0/09,Prato ,Montemurlo,"Villa Giamari - Piazza Don Milani, 1","43°55'50,20''","11°01'55,00''",79,si,Platanus acerifolia (Aiton) Willd.,Platano comune,415,25,a) età e/o dimensioni f) pregio paesaggistico,no,11.031944,43.947500
49,01/C313/SI/09,Siena,Castiglione d’Orcia,Eremo - Vivo D’Orcia ,"42°56’00,53’’ ","11°38’09,59’’",810,si,Acer pseudoplatanus L.,Acero di monte,350,25,a) età e/o dimensioni f) pregio paesaggistico,si,11.635997,42.964167
50,02/C313/SI/09,Siena,Castiglione d’Orcia,Eremo - Vivo D’Orcia ,"42°56’00,94’’","11°38’09,73’’",810,si,Aesculus hippocastanum L.,Ippocastano,330,27,a) età e/o dimensioni,si,11.636036,42.964167
51,03/C313/SI/09,Siena,Castiglione d’Orcia,Sorgenti Ermicciolo - Vivo d'Orcia,"42°55’20,18’’","11°38’30,67’’",1044,no,Castanea sativa Mill.,Castagno,450,23,a) età e/o dimensioni,si,11.641853,42.947500
52,09/C313/SI/09,Siena,Castiglione d’Orcia,Podere Porcareccia - Via 4 novembre,"42°56’28,41’’","11°38’05,75’’",790,no,Tilia cordata Mill.,Tiglio selvatico,510,19,a) eta e/o dimensioni b) forma e portamento,si,11.634931,42.964167
53,11/C313/SI/09,Siena,Castiglione d’Orcia,Campiglia d’Orcia,"42°56’47,65’’","11°40’07,14’’",782,si,Acer campestre L.,Acero campestre,250,9,a) eta e/o dimensioni f) pregio paesaggistico,no,11.668650,42.964167
54,12/C313/SI/09,Siena,Castiglione d’Orcia,Incrocio tra SP n. 323 e SP n. 18 del Monte Amiata,"42°58’37,78’’","11°35’56,56’’",560,no,Quercus ilex L.,Leccio,200,10,"f) pregio paesaggistico g) valore storico, culturale, religioso",no,11.599044,42.997500
55,01/I135/SI/09,Siena,San Quirico d'Orcia,Podere Casaltina - SS Cassia km 189,"43°03'45,55’’","11°33'31,95’’",261,no,Insieme omogeneo di Cupressus sempervirens L.,Cipresso comune, 64 (med) 110 (max),"12,0 (med) 15,0 (max)",f) pregio paesaggistico,si,11.558875,43.080833
