ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
11,04/D451/AN/11,Ancona,Fabriano,Cupo,"43°20'44,99""","12°48'55,00""",540,no,Quercus robur L.,Farnia,450,15,a) età e/o dimensioni,no,12.815278,43.366944
12,05/D451/AN/11,Ancona,Fabriano,San Giovanni,"43°23'34,00""","13°02'09,00""",563,si,"Cedrus atlantica (Endl.) Carrière ""Glauca""",Cedro dell'Atlante,340,20, b) forma e portamento,no,13.035833,43.419722
13,06/D451/AN/11,Ancona,Fabriano,Putido - Casa dei Piani,"43°21'37,00""","12°52'41,00""",390,no,Quercus pubescens Willd.,Roverella,450,21,a) età e/o dimensioni,no,12.878056,43.383611
14,07/D451/AN/11,Ancona,Fabriano,Sasso Barbano - Campodonico,"43°13'17,00""","12°50'42,00""",1160,no,Fagus sylvatica L.,Faggio,410,17,a) età e/o dimensioni b) forma e portamento ,no,12.845000,43.250278
15,09/D451/AN/11,Ancona,Fabriano,Villa Gioia - Montecivita,"43°19'48,00""","12°53'25,00""",450,no,Abies pinsapo Boiss.,Abete di Spagna,240,24,d) rarità botanica,no,12.890278,43.350278
16,10/D451/AN/11,Ancona,Fabriano,Grotte - Sotto le Noci ,"43°23'42,00""","13°01'36,00""",440,no,Quercus pubescens Willd.,Roverella,450,24,a) età e/o dimensioni b) forma e portamento ,no,13.026667,43.419722
17,01/D472/AN/11,Ancona,Falconara Marittima,"Via Nino Bixio, 11","43°37'39,00""","13°24'07,00""",12,si,Quercus ilex L.,Leccio,300,25,a) età e/o dimensioni,no,13.401944,43.653056
18,01/D597/AN/11,Ancona,Filottrano,Villa Spada Lavini - Montepolesco,"43°28'11,6''","13°22'23,87''",175,no,Insieme omogeneo di Cupressus sempervirens L.,Cipresso comune,145 (med) 220 (max),"18,0 (med) 18,0 (max)",e) architettura vegetale f) pregio paesaggistico,no,13.373297,43.503056
19,04/D597/AN/11,Ancona,Filottrano,Villa Spada Lavini - Montepolesco,"43°28'20,41''","13°22'51,27''",165,no,Cedrus libani A. Richard,Cedro del Libano,94-190-135-170-280-205-127-132,21,a) età e/o dimensioni b) forma e portamento ,no,13.380908,43.503056
20,01/F600/AN/11,Ancona,Monte Roberto,Villa Salvati - Via Trento,"43°29'19,74''","13°10'03,43''",105,si,Insieme omogeneo di Tilia x vulgaris Hayne syn Tilia intermedia DC,Tiglio intermedio,245 (med) 350 (max),"18,0 (med) 23,0 (max)", a) età e/o dimensioni b) forma e portamento e) architettura vegetale f) pregio paesaggistico ,no,13.167619,43.519722
21,01/F560/AN/11,Ancona,Montemarciano,Villa Colle Sereno Buffarini,"43°38'15,00''","13°18'57,00''",42,si,Cupressus sempervirens L.,Cipresso comune,315,26.5,a) età e/o dimensioni b) forma e portamento ,si,13.315833,43.669722
22, 02/F745/AN/11,Ancona,Morro d'Alba,Villa Carotti - Sant'Amico ,"43°37'00,00''","13°13'53,00''",158,no,Quercus ilex L.,Leccio,325,25,b) forma e portamento ,no,13.231389,43.653056
23,01/G157/AN/11,Ancona,Osimo,Villa Simonetti - San Paterniano,"43°29'54,49''","13°25'43,37''",98,no,Cedrus libani A. Richard,Cedro del Libano,520 - 340,22, a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,si,13.428714,43.519722
24,02/G157/AN/11,Ancona,Osimo,Giardini Comunali Camillo D'Acqua,"43°29'06,63''","13°28'44,26'",253,si,Pinus halepensis Mill.,Pino d'Aleppo,330,25,a) età e/o dimensioni b) forma e portamento ,no,13.478961,43.519722
25,01/G157/AN/11,Ancona,San Marcello,Via Acquasanta,"43°32'57,1""","13°10'27,88""",100,no,Quercus pubescens Willd.,Roverella,513,17, a) età e dimensioni b) forma e portamento,no,13.174411,43.569722
26,01/I461/AN/11,Ancona,Sassoferrato,Doglio - Case Bosco,"43°30'13,33''","12°50'35,92''",552,no,Acermonspessulanum L. ,Acero minore,170,12, b) forma e portamento ,no,12.843311,43.533611
27,03/I461/AN/11,Ancona,Sassoferrato,"Via Serra San Facondino, 19","43°24'09,00''","12°50'34,00''",400,no,Fraxinus excelsior L.,Frassino maggiore,407,9, a) età e/o dimensioni b) forma e portamento,no,12.842778,43.433611
28,04/I461/AN/11,Ancona,Sassoferrato,Serra San Facondino,43°24'16'',12°50'33'',430,no,Cornus mas L.,Corniolo,90,5, i d) rarità botanica ,no,*,* 12.000000d50'33''.43d24'16''
29,03/I608/AN/11,Ancona,Senigallia,Le Grazie - Cimitero comunale ,"43°42'13,38''","13°11'20,62''",52,si,Quercus cerris L.,Cerro,320,27, b) forma e portamento,no,13.189061,43.736389
30,04/I608/AN/11,Ancona,Senigallia,Le Grazie - Cimitero comunale ,"43°42'16,67''","13°11'08,96''",79,si,Pinus pinea L.,Pino domestico,350,17,b) forma e portamento,no,13.185822,43.736389
31,01/I643/AN/11,Ancona,Serra de' Conti,Osteria di Serra de Conti,"43°32'33,00""","13°01'23,00""",236,no,Quercus pubescens Willd.,Roverella,522,23, a) età e/o dimensioni b) forma e portamento,no,13.023056,43.569722
32,01/I758/AN/11,Ancona,Sirolo,"Villa Vetta Marina - Via San Francesco, 19","43°31'08,33""","13°37'18,23""",78,si,Insieme omogeneo di Celtis australis L.,Bagolaro,130 (med) 145 (max),"13,0 (med) 13,0 (max)","a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso ",no,13.621731,43.553056
33,01/A044/AP/11,Ascoli Piceno,Acquasanta Terme,Centrale,"42°47'28,85""","13°25'44,46''",368,si,Quercus pubescens Willd.,Roverella,410,18, a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico,no,13.429017,42.819722
34,02/A044/AP/11,Ascoli Piceno,Acquasanta Terme,Quintodecimo - Rio Noce Andreana,"42°45'47,04""","13°23'04,71""",455,si,Quercus pubescens Willd.,Roverella,495,27,a) età e dimensioni ,no,13.384642,42.786389
35,03/A044/AP/11,Ascoli Piceno,Acquasanta Terme,Pozza - Lu Pià,"42°44'00,96""","13°25'06,96""",885,no,Castanea sativa Mill.,Castagno,588,15,a) età e/o dimensioni,no,13.418600,42.769722
36,04/A044/AP/11,Ascoli Piceno,Acquasanta Terme,San Gerbone - Sterrata Maularo Collefrattale,"42°42'19,00""","13°24'22,00""",1325,no,Fagus sylvatica L.,Faggio,420,25,a) età e/o dimensioni,no,13.406111,42.736389
37,05/A044/AP/11,Ascoli Piceno,Acquasanta Terme,Vallecchia,"42°43'49,00""","13°27'25,00""",750,no,Pyrus pyraster (L.) Burgsd.,Pero selvatico,187,12.5,b) forma e portamento d) rarità botanica,no,13.456944,42.753056
38,06/A044/AP/11,Ascoli Piceno,Acquasanta Terme,Umito,"42°44'17,62""","13°24'18,23""",607,no,Castanea sativa Mill.,Castagno,760,24,a) età e dimensioni f) pregio paesaggistico ,no,13.405064,42.769722
39,07/A044/AP/11,Ascoli Piceno,Acquasanta Terme,Agore,"42°48'53,03''","13°22'32,03""",742,no,Sorbus domestica L,Sorbo domestico,290,27,a) età e dimensioni f) pregio paesaggistico ,no,13.375564,42.836389
40,01/A437/AP/11,Ascoli Piceno,Arquata del Tronto,Valle Romana,"42°46'08,68""","13°17'08,43""",750,no,Quercus pubescens Willd.,Roverella,388,22,a) età e/o dimensioni,no,13.285675,42.803056
41,02/A437/AP/11,Ascoli Piceno,Arquata del Tronto,Colle le Cese,"42°45'37,37""","13°12'43,49""",1495,no,Fagus sylvatica L.,Faggio,510,14.5,a) età e/o dimensioni,no,13.212081,42.786389
42,01/A462/AP/11,Ascoli Piceno,Ascoli Piceno,"Corso Mazzini, 39 ","42°51'16,36""","13°34'12,08""",150,si,Jubaea chilensis Johow.,Palma gigante del Cile,370,12,a) età e/o dimensioni d) rarità botanica,no,13.570022,42.886389
43,02/A462/AP/11,Ascoli Piceno,Ascoli Piceno,Forte Malatesta,"42°51'13,01""","13°35'03,24""",150,si,Cedrus libani A. Richard,Cedro del Libano,470,22.5,a) età e/o dimensioni,no,13.584233,42.886389
44,03/A462/AP/11,Ascoli Piceno,Ascoli Piceno,Polesio,"42°53'38,25""","13°33'14,42""",440,no,Quercus pubescens Willd.,Roverella,595,26.5,a) età e/o dimensioni f) pregio paesaggistico,no,13.554006,42.919722
45,04/A462/AP/11,Ascoli Piceno,Ascoli Piceno,"Via Erasmo Mari, 26","42°51'02,47""","13°35'49,92""",134,si,Ulmus pumila L.,Olmo siberiano,326,27.5,a) età e/o dimensioni d) rarità botanica,no,13.597200,42.886389
46,05/A462/AP/11,Ascoli Piceno,Ascoli Piceno,Strada Salaria - Case Piccioni,"42°50'59,95""","13°31'51,97""",180,no,Platanus orientalis L.,Platano orientale,850,26,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso ",no,13.531103,42.869722
47,06/A462/AP/11,Ascoli Piceno,Ascoli Piceno,Pennile di sopra,"42°50'36,97""","13°35'25,33""",238,no,Quercus pubescens Willd.,Roverella,482,29,a) età e/o dimensioni,no,13.590369,42.869722
48,07/A462/AP/11,Ascoli Piceno,Ascoli Piceno,Vallecchia ,"42°49'40,17""","13°29'59,13""",250,no,Quercus pubescens Willd.,Roverella,475,26.5,a) età e/o dimensioni f) pregio paesaggistico,no,13.499758,42.853056
49,01/D096/AP/11,Ascoli Piceno,Cossignano,Tre Camini - Villa Trocchi,"42°59'12""","13°40'02,21""",334,no,Insieme omogeneo di Pinus halepensis Mill.,Pino d'Aleppo,195 (med) 280 (max),"23,0 (med) 25,0 (max)","f) pregio paesaggistico g) valore storico, culturale, religioso ",no,13.667281,43.019722
50,01/F415/AP/11,Ascoli Piceno,Montalto Marche,Cerquatonda,"42°58'42,66""","13°38'55,76""",313,no,Quercus pubescens Willd.,Roverella,520,26,a) età e/o dimensioni f) pregio paesaggistico,no,13.648822,43.003056
51,01/F516/AP/11,Ascoli Piceno,Montegallo,Castro ,"42°50'44,95""","13°19'34,97""",825,no,Quercus pubescens Willd.,Roverella,315,15.5,a) forma e portamento,no,13.326381,42.869722
52,02/F516/AP/11,Ascoli Piceno,Montegallo,Santa Maria in Pantano,"42°51'04,388""","13°17'38,92""",1416,no,Crataegus monogyna Jacq.,Biancospino,250,5.5,a) età e/o dimensioni b) forma e portamento ,no,13.294144,42.886389
53,01/H390/AP/11,Ascoli Piceno,Roccafluvione,Strada Provinciale 237 - Casa dell'Orso,"42°52'42,06""","13°25'50,51""",433,no,Quercus pubescens Willd.,Roverella,490,23,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",no,13.430697,42.903056
54,01/H769/AP/11,Ascoli Piceno,San Benedetto del Tronto,Viale Buozzi - Piazza Giorgini - Viale Pasqualetti - Via Paolini,"42°57'10,40''","13°53'03,06''",0,si,Insieme omogeneo misto di Phoenix canariensisChabaud e di Phoenix dactylifera L.,Palma delle Canarie e Palma da datteri,180 (med) 210 (max) ,"12,0 (med) 18,0 (max)","e) architettura vegetale f) pregio paesaggistico g) valore storico, culturale, religioso ",no,13.884183,42.986389
55,01/L728/AP/11,Ascoli Piceno,Venarotta,Capodipiano,"42°52'45,61""","13°29'09,09""",430,no,Quercus pubescens Willd.,Roverella,470,25,a) età e/o dimensioni,no,13.485858,42.903056
56,01/D477/FM/11,Fermo,Falerone,Piane di Falerone ,"43°05'51,98""","13°29'28,08""",230,si,Cupressus sempervirens L.,Cipresso comune,355,22.5,a) età e/o dimensioni,no,13.491133,43.119722
57,02/D477/FM/11,Fermo,Falerone,Teatro romano,"43°06'08,56""","13°29'59,37""",200,no,Quercus pubescens Willd.,Roverella,510,35,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",no,13.499825,43.136389
58,01/D542/FM/11,Fermo,Fermo,Duomo,"43°09'37,52""","13°42'53,73""",320,si,Taxus baccata L.,Tasso,250,16.5,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",no,13.714925,43.186389
59,02/D542/FM/11,Fermo,Fermo,Campiglione,"43°10'31,01""","13°39'47,64""",80,no,Quercus pubescens Willd.,Roverella,490,19,a) età e/o dimensioni f) pregio paesaggistico,no,13.663233,43.203056
60,03/D542/FM/11,Fermo,Fermo,San Tommaso,"43°13'38,11""","13°46'21,68""",4,si,Quercus pubescens Willd.,Roverella,400,24,"a) età e/o dimensioni g) valore storico, culturale, religioso ",no,13.772689,43.253056
61,04/D542/FM/11,Fermo,Fermo,Lavandara,"43°07'27,67""","13°42'43,95""",200,no,Quercus pubescens Willd.,Roverella,450,26.5,a) età e/o dimensioni f) pregio paesaggistico,no,13.712208,43.153056
62,01/F379/FM/11,Fermo,Monsampietro Morico,Rivo,"43°04'37,57''","13°33'46,91''",220,no,Quercus pubescens Willd.,Roverella,560,24,a) età e dimensioni f) pregio paesaggistico,no,13.563031,43.103056
63,01/F493/FM/11,Fermo,Montefalcone Appennino,Strada Provinciale 49 - San Biagio,"42°59'44,26""","13°27'36,43""",683,no,Quercus pubescens Willd.,Roverella,420,16,a) età e/o dimensioni f) pregio paesaggistico,no,13.460119,43.019722
64,02/F493/FM/11,Fermo,Montefalcone Appennino,Antenne di Montefalcone,"42°59'38,79""","13°26'59,95""",840,no,Sorbus torminalis (L.) Crantz,Ciavardello,196,18, a) età e/o dimensioni b) forma e portamento,no,13.449986,43.019722
65,01/F509/FM/11,Fermo,Montefortino,Cerretana,"42°55'29,09""","13°20'35,04""",760,si,Quercus pubescens Willd.,Roverella,440,20,a) età e/o dimensioni,no,13.343067,42.953056
66,02/F509/FM/11,Fermo,Montefortino,Vetice - Roccaccia,"42°56'28,32""","13°19'03,54""",575,no,Quercus pubescens Willd.,Roverella,480,17.5,a) età e/o dimensioni f) pregio paesaggistico,no,13.317650,42.969722
67,03/F509/FM/11,Fermo,Montefortino,Rubbiano,"42°55'47,62""","13°18'34,63""",780,no,Quercus pubescens Willd.,Roverella,490,17.5,a) età e/o dimensioni,no,13.309619,42.953056
68,01/F520/FM/11,Fermo,Montegiorgio,Villa Passeri Ganucci - Fontebella,"43°06'17,13""","13°32'09,86""",170,no,Insieme omogeneo di Quercus ilex L.,Leccio,170 (med) 380 (max) ,"18,0 (med) 22,0 (max)","f) pregio paesaggistico g) valore storico, culturale, religioso ",si,13.536072,43.136389
69,01/G137/FM/11,Fermo,Ortezzano,San Massimo - Villa Gobbi,"43°02'15,77""","13°36'13,24""",262,no,Morus alba L.,Gelso bianco,357,8,a) età e/o dimensioni f) pregio paesaggistico,no,13.603678,43.069722
70,01/C582/MC/11,Macerata,Cessapalombo,Casa Caraffa,"43°05'06,70''","13°13'51,43""",650,no,Acer monspessulanum L. ,Acero minore,240,9,a) età e dimensioni ,no,13.230953,43.119722
71,01/C704/MC/11,Macerata,Cingoli,Palazzo Tittoni - Via Castiglioni ,"43°22'22,62"" ","13°13'02,08""",610,si,Ilex aquifolium L.,Agrifoglio,175,13,a) età e/o dimensioni d) rarità botanica,no,13.217244,43.403056
72,02/C704/MC/11,Macerata,Cingoli,Fonte del Piano ,"43°23'37,85""","13°12'25,67""",450,no,Quercus pubescens Willd.,Roverella,455,26,a) età e/o dimensioni,no,13.207131,43.419722
73,03/C704/MC/11,Macerata,Cingoli,Santa Maria del Rango,"43°20'53,99""","13°15'49,30""",450,no,Quercus pubescens Willd.,Roverella,488,23,a) età e/o dimensioni,no,13.263694,43.369722
74,04/C704/MC/11,Macerata,Cingoli,Palazzo Castiglioni - Botontano,"43°21'49,76""","13°18'10,66""",242,no,Quercus pubescens Willd.,Roverella,535,23,a) età e/o dimensioni,no,13.302961,43.386389
75,05/C704/MC/11,Macerata,Cingoli,Colcerasa,"43°19'31,44""","13°11'17,74""",531,no,Quercus pubescens Willd.,Roverella,438,24,a) età e/o dimensioni,no,13.188261,43.353056
76,06/C704/MC/11,Macerata,Cingoli,Lioni,"43°22'26,50""","13°16'05,20""",196,no,Quercus pubescens Willd.,Roverella,420,21,a) età e/o dimensioni,no,13.268111,43.403056
77,02/D628/MC/11,Macerata,Fiuminata,Colmaggiore,"43°12'10,64''","12°51'54,27''",510,no,Fraxinus excelsior L.,Frassino maggiore,410,13,"a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico g) valore storico, culturale, religioso",no,12.865075,43.233611
78,01/F268/MC/11,Macerata,Mogliano,Fonte Fanarda,"43°11'28,20''","13°31'11,60''",103,no,Quercus pubescens Willd.,Roverella,440,25,a) età e/o dimensioni,no,13.519889,43.219722
79,02/F268/MC/11,Macerata,Mogliano,"Contrada Vanni, 5","43°12'40,70''","13°27'43,80''",132,no,Quercus pubescens Willd.,Roverella,425,22,a) età e/o dimensioni b) forma e portamento ,no,13.462167,43.236389
80,01/F567/MC/11,Macerata,Pollenza,Villa Lauri - Santa Lucia,"43°14'47,03""","13°21'44,98""",260,no,Cedrus libani A. Richard,Cedro del Libano,410,20,a) età e/o dimensioni,no,13.362494,43.269722
81,02/F567/MC/11,Macerata,Pollenza,Morico,"43°14'52,31""","13°23'09,89""",160,no,Quercus pubescens Willd.,Roverella,460,24,a) età e/o dimensioni,si,13.386081,43.269722
82,01/F632/MC/11,Macerata,Potenza Picena,Villa Marefoschi - Alvata,"43°22'01,95""","13°40'40,69""",100,no,Quercus suber L.,Sughera,430,18,a) età e/o dimensioni d) rarità botanica,no,13.677969,43.403056
83,02/F632/MC/11,Macerata,Potenza Picena,Villa Marefoschi - Alvata,"43°22'01,40""","13°40'39,90""",100,no,Quercus pubescens Willd.,Roverella,426,18,a) età e/o dimensioni b) forma e portamento e) architettura vegetale,no,13.677750,43.403056
84,03/F632/MC/11,Macerata,Potenza Picena,San Girio,"43°22'48,70""","13°38'40,96""",62,no,Cupressus sempervirens L.,Cipresso comune,380,20,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,no,13.644711,43.403056
85,01/I569/MC/11,Macerata,Sefro,Sorti,"43°07'03,64''","12°57'05,53''",750,no,Quercus pubescens Willd.,Roverella,430,14.5,a) età e/o dimensioni c) valore ecologico ,no,12.951536,43.150278
86,01/L366/MC/11,Macerata,Treia,San Marco Vecchio,"43°17'21,47""","13°20'17,14""",138,si,Quercus pubescens Willd.,Roverella,646,30,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico ,si,13.338094,43.319722
87,01/A639/PU/11,Pesaro e Urbino,Barchi,Madonna del Soldato,"43°40'13,59""","12°57'11,99""",240,no,Quercus pubescens Willd.,Roverella,440,22,a) età e/o dimensioni,si,12.953331,43.700278
88,02/A639/PU/11,Pesaro e Urbino,Barchi,Monte Soffio,"43°41'15,00""","12°55'33,00""",240,no,Quercus pubescens Willd.,Roverella,450,20,a) età e/o dimensioni,si,12.925833,43.716944
89,01/D488/PU/11,Pesaro e Urbino,Fano,"Villa Borgogelli Avveduti - Strada comunale Belgatto a Carmine, 48","43°50'35,00""","12°59'16,00""",44,no,Cedrus libani A. Richard,Cedro del Libano,505,21,a) età e/o dimensioni b) forma e portamento ,no,12.987778,43.866944
90,02/D488/PU/11,Pesaro e Urbino,Fano,Eremo di Monte Giove,"43°49'04,00""","12°58'26,00""",212,no,Quercus pubescens Willd.,Roverella,438,21,a) età e/o dimensioni,no,12.973889,43.850278
91,02/D749/PU/11,Pesaro e Urbino,Fossombrone,Santa Maria della Valle - Ca' Gelsomini - Ca' Baldoni,"43°40'52,00""","12°49'39,00""",190,no,Quercus pubescens Willd.,Roverella,440,16,a) età e/o dimensioni f) pregio paesaggistico,si,12.827500,43.700278
92,01/E743/PU/11,Pesaro e Urbino,Lunano,Convento di Monte Illuminato,"43°44'24,37""","12°26'10,78""",450,no,Quercus pubescens Willd.,Roverella,325,17," b) forma e portamento e) architettura vegetale f) pregio paesaggistico g) valore storico, culturale, religioso ",no,12.436328,43.766944
93,01/E785/PU/11,Pesaro e Urbino,Macerata Feltria,La Castellina,"43°49'13,20""","12°28'34,52""",250,no,Quercus pubescens Willd.,Roverella,530,25,a) età e/o dimensioni,no,12.476256,43.850278
94,01/F310/PU/11,Pesaro e Urbino,Mombaroccio,Santuario del Beato Sante,"43°47'22,20""","12°51'39,11""",384,no,Quercus ilex L.,Leccio,314,22, e) architettura vegetale f) pregio paesaggistico ,no,12.860864,43.816944
95,01/F347/PU/11,Pesaro e Urbino,Mondavio,Giardino Giacomo Leopardi,"43°40'27,90""","12°58'10,25""",280,si,Cedrus libani A. Richard,Cedro del Libano,435,11,a) età e/o dimensioni,no,12.969514,43.700278
96,02/F347/PU/11,Pesaro e Urbino,Mondavio,Giardino Giacomo Leopardi,"43°40'28,00""","12°58'10,00""",280,si,Robinia pseudoacacia L.,Robinia,410,10,a) età e/o dimensioni,no,12.969444,43.700278
97,01/F497/PU/11,Pesaro e Urbino,Montefelcino,Roncaglia - Via Santa Maria,"43°44'05,36""","12°49'17,22""",214,no,Quercus pubescens Willd.,Roverella,410,17.5,a) età e/o dimensioni,no,12.821450,43.766944
98,01/F533/PU/11,Pesaro e Urbino,Montelabbate,Badia San Tommaso,"43°50'25,49""","12°45'53,52""",66,no,Quercus pubescens Willd.,Roverella,410,20,"a) età e/o dimensioni c) valore ecologico g) valore storico, culturale, religioso",no,12.764867,43.866944
99,02/F533/PU/11,Pesaro e Urbino,Montelabbate,Badia San Tommaso,"43°50'28,00""","12°45'55,00""",70,no,Quercus pubescens Willd.,Roverella,350,20,"a) età e/o dimensioni c) valore ecologico g) valore storico, culturale, religioso",no,12.765278,43.866944
100,01/G453/PU/11,Pesaro e Urbino,Pergola,Montesecco - San Giovanni,"43°34'52,10""","12°54'45,36""",270,no,Quercus pubescens Willd.,Roverella,410,19,a) età e/o dimensioni f) pregio paesaggistico ,no,12.912600,43.600278
101,01/G479/PU/11,Pesaro e Urbino,Pesaro,San Rocco,"43°51'48,05""","12°54'12,81""",164,no,Quercus pubescens Willd.,Roverella,485,29,a) età e/o dimensioni,no,12.903558,43.883611
102,02/G479/PU/11,Pesaro e Urbino,Pesaro,Strada Provinciale 44 - Ca' del Grosso,"43°55'40,92""","12°52'20,14""",152,no,Ulmus pumila L.,Olmo siberiano,357,21,a) età e/o dimensioni d) rarità botanica,no,12.872261,43.950278
103,03/G479/PU/11,Pesaro e Urbino,Pesaro,"Villa Caprile - Via Caprile, 1","43°54'48,03""","12°52'38,70""",69,si,Pinus halepensis Mill.,Pino d'Aleppo,358,28,a) età e/o dimensioni,no,12.877417,43.933611
104,04/G479/PU/11,Pesaro e Urbino,Pesaro,"Villa Imperiale - Strada San Bartolo, 63","43°55'15,14""","12°52'43,00""",160,no,Pinus halepensis Mill.,Pino d'Aleppo,358,24,a) età e/o dimensioni,no,12.878611,43.950278
105,05/G479/PU/11,Pesaro e Urbino,Pesaro,Santa Maria dell'Arzilla," 43°50'08,14""","12°52'51,13""",74,no,Quercus pubescens Willd.,Roverella,425,22,a) età e/o dimensioni,no,12.880869,43.866944
106,06/G479/PU/11,Pesaro e Urbino,Pesaro,"Lepri - Via Valle Tresole, 13/8 "," 43°52'11,70""","12°53'55,90""",100,no,Quercus pubescens Willd.,Roverella,425,22.5,a) età e/o dimensioni,no,12.898861,43.900278
107,07/G479/PU/11,Pesaro e Urbino,Pesaro,"Via Gagarin, 76 ","43°54'33,32""","12°52'33,98""",25,si,Platanus acerifolia (Alton) Willd.,Platano comune,503,26,"a) età e/o dimensioni g) valore storico, culturale, religioso",no,12.876106,43.933611
108,01/G682/PU/11,Pesaro e Urbino,Piobbico,Casciaia di Monte Nerone,"43°33'42,59""","12°31'02,88""",1345,no,Fagus sylvatica L.,Faggio,560,12,a) età e/o dimensioni b) forma e portamento,no,12.517467,43.583611
109,01/H721/PU/11,Pesaro e Urbino,Saltara,"Villa del Balì - Via San Martino, 2","43°45'33,05""","12°53'25,44""",250,no,Insieme omogeneo di Cupressus sempervirens L.,Cipresso comune,220 (med) 480 (max) ,"15,0 (med) 27,0 (max)","a) età e/o dimensioni e) architettura vegetale g) valore storico, culturale, religioso",no,12.890400,43.783611
110,02/H721/PU/11,Pesaro e Urbino,Saltara,Rio Sale - Caligiura,"43°45'18,41""","12°53'08,84""",168,no,Quercus pubescens Willd.,Roverella,480,22,a) età e/o dimensioni,no,12.885789,43.783611
111,01/H958/PU/11,Pesaro e Urbino,San Lorenzo in Campo,San Severo - Ponte Nuovo,"43°35'48,49""","12°55'14,81""",180,no,Quercus pubescens Willd.,Roverella,405,18,a) età e/o dimensioni,no,12.920781,43.616944
112,04/H958/PU/11,Pesaro e Urbino,San Lorenzo in Campo,San Vito sul Cesano,"43°35'57,23""","12°53'47,34""",240,no,Quercus pubescens Willd.,Roverella,440,18,a) età e/o dimensioni,no,12.896483,43.616944
