ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
113,01/I459/PU/11,Pesaro e Urbino,Sassocorvaro,Chiesa Santa Maria in Silvis - Valle Avellana ,"43°49'51,08""","12°32'16,52""",450,no,Quercus pubescens Willd.,Roverella,410,25,a) età e/o dimensioni b) forma e portamento,no,12.537922,43.850278
114,02/I459/PU/11,Pesaro e Urbino,Sassocorvaro,Case Nuove - Pianello,"43°48'30,81""","12°32'07,82""",160,no,Quercus pubescens Willd.,Roverella,430,27, a) età e/o dimensioni b) forma e portamento c) valore ecologico ,no,12.535506,43.833611
115,03/I459/PU/11,Pesaro e Urbino,Sassocorvaro,La Celletta - Cal Boccio,"43°47'57,94""","12°29'26,55""",270,no,Morus alba L.,Gelso bianco ,450,13, a) età e/o dimensioni b) forma e portamento ,no,12.490708,43.816944
116,01/I460/PU/11,Pesaro e Urbino,Sassofeltrio,Ca' Micci,"43°53'12,05""","12°26'22,31""",570,si,Morus nigra L.,Gelso nero,210,8,"g) valore storico, culturale, religioso",no,12.439531,43.916944
117,01/I654/PU/11,Pesaro e Urbino,Serra Sant'Abbondio,Eremo di Fonte Avellana - Orto botanico,"43°28'13,93""","12°43'36,82""",660,no,Taxus baccata L.,Tasso,500,22,"a) età e/o dimensioni b) forma e portamento g) valore storico, culturale, religioso ",no,12.726894,43.500278
118,02/I654/PU/11,Pesaro e Urbino,Serra Sant'Abbondio,Scalette - Valle della Balza dell'Aquila,"43°27'33,00""","12°43'31,00""",800,no,Tilia platyphyllos Scop.,Tiglio nostrale,380,13,a) età e/o dimensioni,no,12.725278,43.483611
119,01/I670/PU/11,Pesaro e Urbino,Serrungarina,Villa Federici - Bargni,"43°45'07,82""","12°51'25,78""",270,no,Quercus pubescens Willd.,Roverella,470,25,a) età e/o dimensioni,no,12.857161,43.783611
120,02/I670/PU/11,Pesaro e Urbino,Serrungarina,Piazza Serafini,"43°44'48,74""","12°52'30,75""",204,si,Tilia x vulgaris Hayne syn Tilia intermedia DC,Tiglio intermedio,260,18,"f) pregio paesaggistico g) valore storico, culturale, religioso ",no,12.875208,43.766944
121,01/L500/PU/11,Pesaro e Urbino,Urbino,Palazzo del Piano ,"43°44'21,03""","12°44'23,17""",300,no,Quercus pubescens Willd.,Roverella,520,22,a) età e/o dimensioni,no,12.739769,43.766944
122,02/L500/PU/11,Pesaro e Urbino,Urbino,Scuola Materna Lorenzo Valerio,"43°43'29,97""","12°38'16,07""",394,si,Platanus acerifolia (Alton) Willd.,Platano comune,500,28,a) età e/o dimensioni,no,12.637797,43.750278
123,03/L500/PU/11,Pesaro e Urbino,Urbino,"Orto botanico - Via Bramante, 28","43°43'39,02""","12°38'11,55""",404,si,Ginkgo biloba L.,Ginco,314,28,a) età e/o dimensioni,no,12.636542,43.750278
